ID,x,y,det
307,-9702875,-333256,1
308,-7765401,163406,1
309,-7097944,50345,1
310,-4569004,-305856,1
311,-9739725,-507324,1
312,-8323042,-807957,1
313,-4820966,-815958,1
314,-5943017,410639,1
315,-4209988,18322,1
316,-50324,763958,1
317,-6981556,-523961,1
318,-8586049,-74331,1
319,-1526299,908994,1
320,-1040895,650920,1
321,-1185505,888845,1
322,-6874820,149690,1
323,-342093,225535,1
324,-611991,-939248,1
325,-8322413,451734,1
326,-2885493,-92970,1
327,-9875969,-106142,1
328,-2551512,154021,1
329,-9887690,-435077,1
330,-5992699,-844000,1
331,-1869858,772957,1
332,-2957095,-7652,1
333,-2045614,278506,1
334,-4089888,-2998,1
335,-7886166,-636691,1
336,-1593708,-788550,1
337,-7461548,-657352,1
338,-604041,-998398,1
339,-3965971,-504420,1
340,-1172482,-166440,1
341,-5963545,-496381,1
342,-6355617,-460279,1
343,-7471425,405889,1
344,-9446976,-237124,1
345,-3548159,256061,1
346,-3181090,-639852,1
347,-3365731,-875476,1
348,-1707453,351367,1
349,-277039,-206809,1
350,-3530635,447054,1
351,-3216090,800036,1
352,-1169588,-884183,1
353,-1571853,-384315,1
354,-7905063,39443,1
355,-4288380,402494,1
356,-6250474,-847232,1
357,-3890270,23289,1
358,-1723779,242476,1
359,-4605564,-615019,1
360,-4733878,375967,1
361,-3543225,724122,1
362,-4397507,-407963,1
363,-8303079,-149978,1
364,-3108262,487825,1
365,-2152929,554129,1
366,-3561456,121676,1
367,-5029827,227157,1
368,-5194161,-703269,1
369,-5316969,-526820,1
370,-5283308,-759917,1
371,-9479822,-148327,1
372,-6705595,-185783,1
373,-4294156,196674,1
374,-5346444,849817,1
375,-674213,-483022,1
376,-851955,48224,1
377,-9643552,24984,1
378,-4269284,-152497,1
379,-9443149,-416474,1
380,-6121683,314298,1
381,-3401501,356538,1
382,-655514,600042,1
383,-5992963,281164,1
384,-829019,-562245,1
385,-3967397,-540914,1
386,-3964821,-413875,1
387,-6742337,357355,1
388,-2656156,930939,1
389,-868944,-514720,1
390,-4347483,652153,1
391,-4868233,-994034,1
392,-1552879,774094,1
393,-7502481,772695,1
394,-709858,276077,1
395,-7514263,-788029,1
396,-7053652,985384,1
397,-6513053,101859,1
398,-852159,-283325,1
399,-8786151,709473,1
400,-5716501,763562,1
401,-6233664,-801801,1
402,-7546925,-415502,1
403,-175603,789032,1
404,-9085124,159330,1
405,-4790953,817846,1
406,-9940795,-714099,1
407,-6037601,-415358,1
408,-7049595,313207,1
409,-6158053,-445317,1
410,-8258848,355584,1
411,-5547421,-488972,1
412,-1216673,-805393,1
413,-4896693,-607396,1
414,-6748067,362065,1
415,-2841921,835216,1
416,-3450745,898589,1
417,-5946429,-876913,1
418,-92130,510609,1
419,-264515,-91092,1
420,-282275,-485727,1
421,-488758,-33379,1
422,-2888760,-216767,1
423,-7605313,3042,1
424,-4103670,243683,1
425,-1070266,-436092,1
426,-7800785,180105,1
427,-4713484,98662,1
428,-9102573,70060,1
429,-535993,819204,1
430,-625015,40514,1
431,-4646798,-209269,1
432,-4909711,503299,1
433,-9017013,819239,1
434,-4116397,-597341,1
435,-5513032,-760841,1
436,-124028,-790548,1
437,-4416725,-953528,1
438,-5916366,-907678,1
439,-2389669,886578,1
440,-3636851,912441,1
441,-6135999,-51524,1
442,-7072630,-76616,1
443,-2186319,942706,1
444,-8746454,-131086,1
445,-5813645,261450,1
446,-2683225,-486889,1
447,-9498606,-338440,1
448,-7633142,853323,1
449,-4025852,-213338,1
450,-1162585,-603745,1
451,-4324708,-774660,1
452,-6634368,72775,1
453,-7702675,704064,1
454,-4223063,-554632,1
455,-7346004,154711,1
456,-4031917,743627,1
457,-1192159,247006,1
458,-8704364,-227351,1
459,-7095138,998718,1
460,-3032793,947765,1
461,-5383104,-591937,1
462,-2065268,536844,1
463,-780250,-2395,1
464,-1072915,-543565,1
465,-2427210,429069,1
466,-1074247,524052,1
467,-4419708,304252,1
468,-5110927,87114,1
469,-4878665,30895,1
470,-4008673,352557,1
471,-7575720,-22488,1
472,-3921258,629613,1
473,-4378676,-393529,1
474,-9552351,491493,1
475,-72931,-684997,1
476,-603841,340516,1
477,-7238516,-501432,1
478,-479608,889502,1
479,-818823,817781,1
480,-7379124,-334977,1
481,-809472,-877084,1
482,-6874358,639557,1
483,-2287972,911718,1
484,-6146172,463727,1
485,-6589763,476603,1
486,-3085886,-749561,1
487,-3813524,-657262,1
488,-7428708,320432,1
489,-9016981,-123870,1
490,-9359518,177838,1
491,-2300524,-160629,1
492,-3669103,100623,1
493,-6207697,-387034,1
494,-3749627,366138,1
495,-1230859,-25981,1
496,-6364485,52061,1
497,-7774826,-439,1
498,-5206215,437634,1
499,-5890342,-802408,1
500,-5881069,815861,1
501,-6782477,-603442,1
502,-1245147,-18498,1
503,-3115113,611051,1
504,-5850596,597857,1
505,-7488131,-535337,1
506,-4005001,227927,1
507,-8554472,490827,1
508,-2412034,728145,1
509,-39074,-552409,1
510,-1651636,219340,1
511,-2585400,-732887,1
512,-3508778,-609830,1
513,-3735641,278356,1
514,-3383270,-292024,1
515,-3835920,-59556,1
516,-6828102,-476022,1
517,-6217663,856565,1
518,-1310266,727701,1
519,-4572473,-529534,1
520,-5888532,-478402,1
521,-3051638,-513131,1
522,-5715605,603326,1
523,-9999207,-954559,1
524,-658152,860754,1
525,-6020104,765490,1
526,-6954049,-164474,1
527,-308131,871581,1
528,-8857055,-713032,1
529,-2629853,814087,1
530,-4159870,-210116,1
531,-9842457,628567,1
532,-9871828,446451,1
533,-710361,-552105,1
534,-588517,183820,1
535,-8344629,40333,1
536,-1392002,-65105,1
537,-6454134,-809505,1
538,-843387,-34558,1
539,-7066277,-601727,1
540,-9271686,16339,1
541,-3640510,642688,1
542,-8548289,-990858,1
543,-3084700,784427,1
544,-9241998,73460,1
545,-4107249,899840,1
546,-1436838,979934,1
547,-3981840,-890780,1
548,-9585214,332209,1
549,-1506783,281594,1
550,-9753932,-298723,1
551,-8785183,-958932,0
552,-7800755,-819004,0
553,-3467167,317839,0
554,-7177198,-951197,0
555,-7862345,237451,0
556,-8794404,-566935,0
557,-1564128,128257,0
558,-3297372,-939108,0
559,-2614584,203807,0
560,-3209458,688611,0
561,-193246,-626963,0
562,-1387410,-348347,0
563,-1042788,-348984,0
564,-4226515,-366546,0
565,-8732810,319188,0
566,-8597993,855115,0
567,-8764678,395710,0
568,-6178623,-408779,0
569,-4307337,-952279,0
570,-8497350,-278603,0
571,-1500187,678296,0
572,-2466097,665010,0
573,-7356087,327953,0
574,-7614366,-524313,0
575,-9670065,979617,0
576,-8997280,795855,0
577,-1013679,-914249,0
578,-7845760,-377306,0
579,-3415844,153751,0
580,-7839095,-308082,0
581,-3412086,508530,0
582,-2420777,-301415,0
583,-9363651,991376,0
584,-9123968,-536148,0
585,-6268579,-583771,0
586,-7161063,507080,0
587,-7026969,917614,0
588,-2585425,527888,0
589,-5881139,-579357,0
590,-892393,-37224,0
591,-906517,-953794,0
592,-755279,791227,0
593,-7735296,-270331,0
594,-3055239,-648876,0
595,-3866474,-940613,0
596,-1931517,-204918,0
597,-2258702,382556,0
598,-1720421,-417685,0
599,-5739817,-456558,0
600,-8383029,735649,0
601,-2298781,-844891,0
602,-5209458,389420,0
603,-3572553,-355926,0
604,-4260018,-720360,0
605,-2866877,-969311,0
606,-8769826,-907825,0
607,-9241129,-628065,0
608,-4548447,358504,0
609,-5519459,-749767,0
610,-9075461,201504,0
611,-2926187,-25662,0
612,-6303756,-56556,0
613,-2282673,786162,0
614,-1368784,164032,0
615,-3493505,691620,0
616,-1797986,-719865,0
617,-2215519,-351727,0
618,-8294591,-586579,0
619,-4511583,-407534,0
620,-4612069,569058,0
621,-1974639,-393616,0
622,-8921926,-532256,0
623,-7045351,-727781,0
624,-45599,-133481,0
625,-4596159,61063,0
626,-2386027,-651211,0
627,-7749819,-544702,0
628,-648558,831083,0
629,-7342925,480501,0
630,-572138,437119,0
631,-4949177,989282,0
632,-5615578,-111897,0
633,-3593397,656369,0
634,-1740374,117179,0
635,-9555965,-999490,0
636,-6533439,-723824,0
637,-3199270,-217555,0
638,-7091891,499980,0
639,-8341972,749321,0
640,-4915736,624783,0
641,-4625188,-997838,0
642,-7128965,-945527,0
643,-7306847,807595,0
644,-1906219,53083,0
645,-7677179,-139053,0
646,-5201825,609901,0
647,-9943310,-200241,0
648,-9591008,94608,0
649,-3482370,-400470,0
650,-7570250,381756,0
651,-7159513,-807607,0
652,-2509103,-599466,0
653,-5851449,-432135,0
654,-9535240,-454639,0
655,-9091914,-747420,0
656,-451408,-938011,0
657,-1274960,-674714,0
658,-7251953,497683,0
659,-1224673,567432,0
660,-5815818,-904070,0
661,-284701,-223742,0
662,-2681896,-479543,0
663,-4544336,23182,0
664,-270300,-363270,0
665,-3971410,94933,0
666,-7130200,-641368,0
667,-55939,-185823,0
668,-181366,-980587,0
669,-9654435,-418101,0
670,-5830639,135811,0
671,-7234563,6278,0
672,-7891900,541128,0
673,-299499,-206733,0
674,-3294573,-258762,0
675,-2545913,30832,0
676,-9750920,638493,0
677,-1644391,622241,0
678,-1466573,18902,0
679,-3988433,-537487,0
680,-1850217,-310675,0
681,-1853340,-46779,0
682,-7020190,-243792,0
683,-1010613,945618,0
684,-8303000,-360901,0
685,-3263080,-494260,0
686,-1355050,-189549,0
687,-8147078,-766584,0
688,-3524363,46310,0
689,-1535366,-582646,0
690,-721964,-248894,0
691,-1044531,181293,0
692,-9767812,-283055,0
693,-8496828,-630242,0
694,-6379803,-549487,0
695,-4727704,628624,0
696,-2586638,-141280,0
697,-5311007,-266565,0
698,-7445535,-853303,0
699,-6877514,-14078,0
700,-2787757,-444169,0
701,-8399798,236763,0
702,-7393639,-513624,0
703,-4814544,-594177,0
704,-3971879,-316819,0
705,-4862515,-799497,0
706,-5560505,-506490,0
707,-7749710,56368,0
708,-5711048,-138423,0
709,-4656716,-205241,0
710,-5503827,945080,0
711,-1955323,-652658,0
712,-5841124,791458,0
713,-7178861,356545,0
714,-7150325,50035,0
715,-2694455,-312627,0
716,-3761124,270591,0
717,-3814295,-58739,0
718,-1681137,-979346,0
719,-2974162,-235969,0
720,-5005453,133136,0
721,-6404259,751374,0
722,-8487799,695492,0
723,-7816534,-15241,0
724,-1837120,959082,0
725,-2475851,115897,0
726,-6310344,536949,0
727,-9071532,358241,0
728,-4775334,-416889,0
729,-3317169,-207437,0
730,-8304432,-838655,0
731,-3646956,374372,0
732,-4689448,-533764,0
733,-9090666,-82717,0
734,-7155311,-402986,0
735,-3458159,-696277,0
736,-657830,635285,0
737,-6827154,-565408,0
738,-5695702,830164,0
739,-1384661,-882858,0
740,-8437409,-74726,0
741,-5327590,-839336,0
742,-1457675,926585,0
743,-5792880,991235,0
744,-9346991,523672,0
745,-5492179,60473,0
746,-8487076,-367302,0
747,-1760041,161324,0
748,-7318858,482696,0
749,-5605438,-116759,0
750,-8598476,-33992,0
751,-556928,21851,0
752,-9847380,-609534,0
753,-3822803,829445,0
754,-6976463,-901294,0
755,-953720,-265560,0
756,-5222739,-452323,0
757,-7983554,-506624,0
758,-8824880,-976522,0
759,-5602489,-719106,0
760,-1783133,-830611,0
761,-8876692,-286072,0
762,-1540149,-281515,0
763,-7280378,-187124,0
764,-9065712,132182,0
765,-3857422,-517348,0
766,-8338072,-885322,0
767,-5062415,765979,0
768,-1519910,980112,0
769,-2024426,33523,0
770,-7211444,663385,0
771,-3955543,-727777,0
772,-1678281,-344322,0
773,-349588,666623,0
774,-424683,36055,0
775,-159323,609103,0
776,-2749764,-811111,0
777,-5819802,273890,0
778,-7243927,43380,0
779,-3998489,-761119,0
780,-2386679,-564268,0
781,-8646350,109273,0
782,-3496254,951512,0
783,-5727252,-913743,0
784,-6076053,-592646,0
785,-9907581,-503496,0
786,-2557859,-535401,0
787,-3835994,-873100,0
788,-9455804,-637942,0
789,-4480203,-541682,0
790,-4911140,628629,0
791,-1294348,-379265,0
792,-8882406,541290,0
793,-9078967,459807,0
794,-5456157,864514,0
795,-7487740,-223603,0
796,-6753357,873919,0
797,-7861702,151153,0
798,-9672429,-558110,0
799,-4368050,-711739,0
800,-5582442,502161,0
801,-5399432,750174,0
802,-607419,799880,0
803,-4106309,319587,0
804,-9530118,650202,0
805,-6083189,650000,0
806,-8048262,-258261,0
807,-5285051,463299,0
808,-5428423,971802,0
809,-1505459,10029,0
810,-9044408,820155,0
811,-7081415,-855535,0
812,-2859665,-597307,0
813,-9094276,-742266,0
814,-9348165,663749,0
815,-5060156,902058,0
816,-1058287,611156,0
817,-5335638,-103432,0
818,-5971564,-919471,0
819,-9520275,-479923,0
820,-5750274,381163,0
821,-769206,-13500,0
822,-1142039,-795627,0
823,-1170347,904980,0
824,-3951646,345967,0
825,-8959327,149857,0
826,-5080713,881980,0
827,-7581410,-603864,0
828,-5481178,-541182,0
829,-1968438,431982,0
830,-5440576,-643913,0
831,-1284650,-763,0
832,-3139438,583568,0
833,-1336332,-287683,0
834,-438442,-106120,0
835,-1041520,327146,0
836,-2463470,-942534,0
837,-1498591,321316,0
838,-8854214,446464,0
839,-2292631,-605096,0
840,-51726,315732,0
841,-5346123,-970640,0
842,-3449880,-918276,0
843,-2989523,-433315,0
844,-5914533,-839485,0
845,-6743651,569948,0
846,-5839723,-208367,0
847,-7751213,305648,0
848,-1998979,-615480,0
849,-5352960,-552743,0
850,-6066624,23761,0
851,-6150794,-993629,0
852,-1665526,-987418,0
853,-4647825,813152,0
854,-1172956,754952,0
855,-3123081,625622,0
856,-8995575,879453,0
857,-2260195,431998,0
858,-5615385,233627,0
859,-9877568,80731,0
860,-2051133,51590,0
861,-6192068,-895190,0
862,-2257657,-780033,0
863,-2036361,-194345,0
864,-4647452,-611814,0
865,-2736240,878433,0
866,-84611,-142060,0
867,-834507,402801,0
868,-5098489,427856,0
869,-1835581,690593,0
870,-6098904,-848497,0
871,-6067968,-339414,0
872,-8814563,248603,0
873,-6369417,55986,0
874,-3458345,-54497,0
875,-7345102,-589330,0
876,-2351231,265605,0
877,-5951212,308909,0
878,-7629860,878831,0
879,-5536862,-305963,0
880,-9650190,409323,0
881,-3647497,-490587,0
882,-4293864,-928923,0
883,-8118453,424957,0
884,-4908666,-980056,0
885,-2369244,-709374,0
886,-7518588,589482,0
887,-4784268,47302,0
888,-6681789,36419,0
889,-8672059,-208786,0
890,-7519197,-542652,0
891,-499394,424954,0
892,-1069052,309317,0
893,-3462376,45097,0
894,-3191191,-643106,0
895,-9155735,988259,0
896,-1393401,-205793,0
897,-2045170,-117003,0
898,-6940488,477432,0
899,-8548588,676938,0
900,-1762300,15692,0
901,-6010646,469374,0
902,-8216467,-802048,0
903,-8269529,298913,0
904,-3444132,-847533,0
905,-1472196,-445426,0
906,-5627481,-205875,0
907,-1257742,920290,0
908,-716556,212707,0
909,-1272736,551025,0
910,-9907535,-48105,0
911,-6375439,986616,0
912,-3361311,-103723,0
913,-482490,-977485,0
914,-5572725,596400,0
915,-7980534,906774,0
916,-9154880,731073,0
917,-8438661,604126,0
918,-8618432,820490,0
919,-6393784,-14663,0
920,-1642252,571688,0
921,-113096,-607484,0
922,-6545104,-165280,0
923,-7837601,382715,0
924,-225437,-202391,0
925,-285719,393762,0
926,-8871374,-562993,0
927,-2460279,-441731,0
928,-4263363,522662,0
929,-2615400,925810,0
930,-9197428,246406,0
931,-7543284,235260,0
932,-7511915,909778,0
933,-7654196,607471,0
934,-8204321,-493377,0
935,-3342022,460536,0
936,-7415191,255145,0
937,-66228,768496,0
938,-1710017,-488174,0
939,-6683379,-921311,0
940,-7086877,-417257,0
941,-6729981,-964951,0
942,-9070023,321361,0
943,-3592858,264589,0
944,-5786064,641153,0
945,-2599230,2157,0
946,-4040956,-3499,0
947,-1606627,495083,0
948,-8212308,-397247,0
949,-3072422,320257,0
950,-6904699,-902170,0
951,-9780524,-731770,0
952,-3482406,631940,0
953,-761831,-479609,0
954,-4616574,45829,0
955,-2658109,864964,0
956,-2844590,410771,0
957,-1728864,-396704,0
958,-1305005,997421,0
959,-1394062,835909,0
960,-5003582,-432277,0
961,-2843010,-759942,0
962,-8595585,424385,0
963,-6374483,-849399,0
964,-6826843,46870,0
965,-3003796,-78490,0
966,-2947420,-898215,0
967,-954577,528110,0
968,-5964834,813436,0
969,-2801774,-985255,0
970,-5573932,982849,0
971,-6905993,-366719,0
972,-9449010,-561427,0
973,-8325156,451928,0
974,-1873851,-964879,0
975,-1447885,-76111,0
976,-8923103,566106,0
977,-9864042,690348,0
978,-4945056,-630359,0
979,-8126128,-552961,0
980,-6544843,-907249,0
981,-6181716,334503,0
982,-9624290,383779,0
983,-3373346,967984,0
984,-1415161,-825362,0
985,-3637051,-191941,0
986,-698911,218571,0
987,-359620,30022,0
988,-3299323,208142,0
989,-559793,724047,0
990,-5732295,-690908,0
991,-3980154,-646982,0
992,-378609,-691315,0
993,-7761851,-172360,0
994,-378372,-912527,0
995,-7814225,-220258,0
996,-9240320,-135615,0
997,-63179,-560516,0
998,-9006122,153594,0
999,-6279768,-538089,0
1000,-9769771,346907,0
