ID,x,y,det
165,497869,-598623,1
166,-392541,555219,1
167,-877385,310594,1
168,-84193,14699,1
169,-442616,-859592,1
170,-200331,35945,1
171,667421,-285918,1
172,-193292,916527,1
173,-443585,-956149,1
174,-130316,290324,1
175,-754714,655122,1
176,749171,-814176,1
177,-741201,-672745,1
178,898213,193865,1
179,389645,795588,1
180,587557,833584,1
181,565556,379175,1
182,-566230,498126,1
183,599221,741894,1
184,-457821,-9743,1
185,353888,588776,1
186,999180,-474849,1
187,-347209,-683770,1
188,-833480,-146913,1
189,-630344,339908,1
190,102846,-216767,1
191,413011,41022,1
192,-588234,-491851,1
193,-227685,-802579,1
194,-390044,483065,1
195,-288776,-515845,1
196,190440,-748148,1
197,49848,-945838,1
198,-675077,910085,1
199,831792,-125725,1
200,519604,-554173,1
201,981781,-820393,1
202,955805,-205494,1
203,434463,471301,1
204,68712,279835,1
205,-219337,727204,1
206,875114,21222,1
207,810623,799101,1
208,599252,172760,1
209,-488590,-565151,1
210,-676841,-880150,1
211,-363874,-753255,1
212,187880,-96976,1
213,-181062,977080,1
214,-139890,854359,1
215,609935,-845732,1
216,-615548,876381,1
217,-495994,351618,1
218,-35728,490233,1
219,-132939,1208,1
220,-690672,809368,1
221,577751,265207,1
222,-32759,972621,1
223,583048,342478,1
224,-624109,-207082,1
225,-347701,-358625,1
226,-246845,-58524,1
227,-748525,-530526,1
228,37555,200655,1
229,-331656,-348342,1
230,32886,255184,1
231,586387,-616502,1
232,258711,-994992,1
233,-429960,-12414,1
234,904338,-754384,1
235,-99516,-206709,1
236,-581615,366694,1
237,-201890,-726245,1
238,-545045,446890,1
239,-397553,30473,1
240,-182604,-602428,1
241,754264,-781968,1
242,-110509,476052,1
243,461027,-128151,1
244,-735176,-945055,1
245,545624,773556,1
246,-849198,-879077,1
247,-204122,658807,1
248,233712,263307,1
249,-762510,625080,1
250,-373512,-500930,1
251,-366887,-701139,1
252,800694,212922,1
253,-101986,-282726,1
254,182039,-889248,1
255,-342130,484193,1
256,-912932,307225,1
257,-686398,332057,1
258,-599223,998153,1
259,-828666,32299,1
260,752139,259536,1
261,-768954,-707974,1
262,-676615,-317434,1
263,-328978,-142253,1
264,-367505,-358773,1
265,322665,778662,1
266,901708,-699422,1
267,-317767,961537,1
268,299273,717565,1
269,483128,923040,1
270,36043,122332,1
271,-500648,439900,1
272,656050,786631,1
273,-861298,502919,1
274,865833,819304,1
275,244800,-719826,1
276,554546,-640887,1
277,822964,-693118,1
278,827281,-335318,1
279,-551171,-411798,1
280,246939,628550,1
281,-514733,946939,1
282,11648,258880,1
283,-946574,721314,1
284,225291,709331,1
285,-677802,-145222,1
286,729181,672773,1
287,20996,691112,1
288,-442864,545456,1
289,344672,-574605,1
290,503191,-661720,1
291,693409,-958053,1
292,276467,-107524,1
293,457491,-275253,1
294,-193300,218019,1
295,-644598,-23284,1
296,909171,581543,1
297,416992,-905041,1
298,-885396,311193,1
299,-118652,193068,1
300,-61472,629106,1
301,-986778,104650,1
302,206200,-684937,1
303,-956281,-779157,1
304,-791186,796755,1
305,536861,-847931,1
306,-490752,-571705,1
307,-280018,-834668,1
308,-103694,195323,1
309,-249234,154031,1
310,-969963,-342071,1
311,-566107,-387689,1
312,-254902,-670278,1
313,-385319,-661342,1
314,205010,-593409,1
315,-812014,989263,1
316,-279252,-412121,1
317,533035,-57525,1
318,731265,419569,1
319,744804,-963019,1
320,-196935,737627,1
321,588991,-300744,1
322,-81299,-494701,1
323,691364,-716692,1
324,-757209,-566821,1
325,184836,-326074,1
326,-6832,-893226,1
327,333543,791549,1
328,-518350,853658,1
329,713788,589566,1
330,59437,464451,1
331,-790508,-217846,1
332,-554106,-699040,1
333,471047,-221621,1
334,-813742,-378398,1
335,667265,-786639,1
336,-988597,827862,1
337,-773492,-361625,1
338,524827,-900358,1
339,-483301,121382,1
340,-572997,807387,1
341,-763234,-631363,1
342,-457141,-94304,1
343,739302,-27749,1
344,-367077,476584,1
345,748768,104491,1
346,-335478,-667595,1
347,-428388,-209013,1
348,-318970,-250312,1
349,713731,-636926,1
350,796515,-872256,1
351,-867016,-765520,1
352,-435033,-575675,1
353,-972525,871035,1
354,-740329,307332,1
355,268925,-384430,1
356,-3615,-277120,1
357,172117,-72283,1
358,883169,-520670,1
359,-856929,248299,1
360,-998446,186284,1
361,-471644,57970,1
362,-553936,331143,1
363,-33932,-344409,1
364,-917,-826174,1
365,-677957,-368034,1
366,654483,670041,1
367,-861291,947013,1
368,-767185,967935,1
369,-418300,-41613,1
370,-164639,240356,1
371,-818454,-592238,1
372,-361186,-997552,1
373,2973,-536000,1
374,903293,964032,1
375,425382,-876765,1
376,836491,-713930,1
377,554677,-626986,1
378,-197965,459916,1
379,76709,1527,1
380,55827,-17542,1
381,297151,3741,1
382,462518,-32143,1
383,294993,844197,1
384,-220510,-408901,1
385,-525352,988140,1
386,-222933,27564,1
387,-847521,753850,1
388,40836,-385863,1
389,309874,-941162,1
390,-422326,230627,1
391,-783797,589052,1
392,727362,-384143,1
393,-882858,554333,1
394,-827321,264557,1
395,-713965,-752796,1
396,649577,-337844,1
397,-492960,-951761,1
398,-150985,-69792,1
399,-235719,-905724,1
400,-283809,-399720,1
401,-933355,769791,1
402,-703919,-861199,1
403,270614,633350,1
404,124436,632036,1
405,69736,-623918,1
406,82551,847188,1
407,585159,800886,1
408,-511303,472622,1
409,-422213,-212815,1
410,654844,741834,1
411,766798,-147357,1
412,-501415,-216639,1
413,-599368,-961944,1
414,-610157,-625689,1
415,-220783,979764,1
416,235322,657164,1
417,566945,773363,1
418,309706,-699974,1
419,752401,-110558,1
420,-574705,-981010,1
421,454203,974443,1
422,-541712,-81961,1
423,51909,196732,1
424,-613981,-125818,1
425,-102115,946645,1
426,-692117,638499,1
427,762066,-271886,1
428,997079,-752351,1
429,865612,-57735,1
430,631424,642377,1
431,-377349,336901,1
432,248752,967044,1
433,763239,-507637,1
434,-460587,556794,1
435,-774070,709490,1
436,744844,99737,1
437,52743,-267853,1
438,425207,825718,1
439,554851,-781433,1
440,-954113,792821,1
441,-371026,-683157,1
442,26942,-738154,1
443,864489,893930,1
444,218438,-787841,1
445,811777,-524064,1
446,753685,-563090,1
447,-726131,-362928,1
448,-628219,-343937,1
449,592909,381307,1
450,982369,-906487,1
451,288904,-602206,1
452,575745,-977170,1
453,696059,-47512,1
454,761806,193947,1
455,113275,-826015,1
456,454750,549571,1
457,31066,-352507,1
458,119672,506086,1
459,719619,-44438,1
460,473657,638355,1
461,-352074,641574,1
462,559388,992093,1
463,124898,-396229,1
464,-677832,307521,1
465,119685,-136075,1
466,-934920,944572,1
467,911689,-396542,1
468,355819,-591520,1
469,-512129,-135879,1
470,-454330,-311295,1
471,-224639,206126,1
472,535685,-6481,1
473,-912817,-654117,1
474,-482023,870593,1
475,820254,752104,1
476,839050,-906584,1
477,162277,-590864,1
478,-103150,646013,1
479,869183,-559390,1
480,516203,-656784,1
481,878405,598787,1
482,-737505,-632399,1
483,-333487,98617,1
484,-114481,-646597,1
485,116735,-238233,1
486,-160463,89313,1
487,-135591,650846,1
488,58374,84826,1
489,326768,885075,1
490,110931,320649,1
491,-697098,-610980,1
492,71587,26961,1
493,-623838,-630553,1
494,-727668,966870,1
495,298457,151532,1
496,898379,-951871,1
497,-893481,12363,1
498,664670,-375768,1
499,-467403,664382,1
500,649769,-618224,1
501,99441,186809,1
502,323660,-68317,1
503,-338220,343153,1
504,-377398,666991,1
505,84839,-339655,1
506,449067,-24278,1
507,-938962,-60574,1
508,277577,-42134,1
509,-405304,230141,1
510,871835,114320,1
511,-777784,-308311,1
512,-398470,324184,1
513,-830273,-413486,1
514,443459,-980034,1
515,782199,-963919,1
516,-684759,300269,1
517,-784435,-38108,1
518,-416995,570738,1
519,970587,-645636,1
520,-566359,230250,1
521,-979708,-940416,1
522,-41498,16381,1
523,-656173,721107,1
524,-21204,512901,1
525,-770211,808207,1
526,433127,894136,1
527,-145896,-145989,1
528,-279137,557947,1
529,-237074,-432357,1
530,-500188,-731654,1
531,-115095,19477,1
532,924423,-117276,1
533,-445170,-199756,1
534,-635377,-206803,1
535,275107,-173919,1
536,643486,-32296,1
537,448711,831768,1
538,-327599,459221,1
539,-479216,-517724,1
540,889276,417474,1
541,618189,981392,1
542,115565,-74542,1
543,-322213,813242,1
544,-127322,-957408,1
545,-286206,-675028,1
546,407505,902257,1
547,556206,-169357,1
548,878417,884433,1
549,-423669,-165992,1
550,998581,799426,1
551,-971930,-949631,0
552,420665,-150948,0
553,-96425,631220,0
554,-768141,346132,0
555,746816,428689,0
556,697844,-111326,0
557,987199,-748278,0
558,343128,10761,0
559,-595912,-579367,0
560,453823,-520739,0
561,-721440,119303,0
562,-843920,619549,0
563,27228,878868,0
564,739563,-864274,0
565,405062,85008,0
566,-600243,110810,0
567,131779,-191403,0
568,-130789,332044,0
569,-286301,-894408,0
570,-570160,-716251,0
571,21091,41733,0
572,526598,-727231,0
573,-505325,551382,0
574,547757,644841,0
575,-928674,171514,0
576,-233395,-643315,0
577,-2436,-253814,0
578,344446,-697933,0
579,589633,858628,0
580,740873,743535,0
581,157986,-903169,0
582,-31373,-481349,0
583,-767070,-952904,0
584,-596536,803877,0
585,45589,-620944,0
586,-460651,275260,0
587,-778663,430699,0
588,-924134,104273,0
589,805435,-367235,0
590,631203,512282,0
591,537934,800360,0
592,-966319,-239720,0
593,-19112,277128,0
594,-690864,-173984,0
595,-847694,67730,0
596,968578,-127997,0
597,608347,-133984,0
598,-441064,-768580,0
599,513700,339405,0
600,363493,-494617,0
601,-399358,469331,0
602,808578,-563027,0
603,-185452,-686269,0
604,-731705,-107968,0
605,833437,-233088,0
606,-152652,193178,0
607,-2105,149308,0
608,579961,-605811,0
609,7292,-258280,0
610,15681,533391,0
611,-96106,949038,0
612,520919,-624256,0
613,834542,-499175,0
614,-718450,772130,0
615,912988,-816616,0
616,-164783,-693182,0
617,-917483,-479578,0
618,350470,894215,0
619,240999,840836,0
620,-261303,568231,0
621,-579444,858497,0
622,-112155,763535,0
623,-867803,248480,0
624,279044,796807,0
625,412656,742688,0
626,-797171,453571,0
627,400682,35449,0
628,739395,-653071,0
629,-674907,-805042,0
630,105558,-442779,0
631,-865332,750070,0
632,843235,-349114,0
633,-670549,300474,0
634,791534,-582624,0
635,-318151,982073,0
636,502511,47767,0
637,-802758,260892,0
638,764405,271474,0
639,-730784,-324699,0
640,570738,-622523,0
641,82809,-41270,0
642,-518296,327962,0
643,862417,554304,0
644,-882839,366597,0
645,-595237,55538,0
646,-191477,-182652,0
647,554920,-824758,0
648,-12804,-590893,0
649,-443673,718293,0
650,-944017,-107449,0
651,774967,-253926,0
652,583267,-334950,0
653,11265,280627,0
654,278999,-394051,0
655,450947,261581,0
656,78074,814741,0
657,-873906,38015,0
658,-49865,-374061,0
659,695225,-743682,0
660,850245,844454,0
661,-239396,-621559,0
662,752330,967766,0
663,-463576,-725514,0
664,127353,188633,0
665,-761256,863574,0
666,311636,-239565,0
667,-778025,953802,0
668,864676,90432,0
669,-290466,770036,0
670,-830007,-292071,0
671,-430768,639918,0
672,-993369,252640,0
673,-516718,91436,0
674,-434209,-475180,0
675,627362,-201392,0
676,-234989,118474,0
677,-795383,-953181,0
678,-896920,983823,0
679,870484,487407,0
680,319856,826840,0
681,21355,115489,0
682,397162,-822681,0
683,169235,-153248,0
684,163094,171465,0
685,59517,-246680,0
686,-587684,-58687,0
687,275995,-533708,0
688,374458,-388856,0
689,325574,864457,0
690,956714,-230114,0
691,533153,667804,0
692,-43075,-529742,0
693,97831,659533,0
694,-244420,997300,0
695,-271103,443839,0
696,-539211,-405339,0
697,239830,536826,0
698,-396613,213639,0
699,739253,454685,0
700,-595160,-701862,0
701,-30468,425000,0
702,697170,118560,0
703,-809948,140870,0
704,882339,-719780,0
705,885541,-286077,0
706,783910,333766,0
707,-440141,174819,0
708,811462,434440,0
709,46837,162266,0
710,161920,84672,0
711,-616315,-543775,0
712,29391,943730,0
713,-566856,-227530,0
714,-808631,331164,0
715,410955,-322285,0
716,-636660,562015,0
717,-731583,450093,0
718,-617026,-861427,0
719,-173189,832250,0
720,-568389,394340,0
721,935983,-955082,0
722,173607,559225,0
723,659621,620414,0
724,577241,-374500,0
725,858021,-954587,0
726,-140297,734071,0
727,-764251,197610,0
728,-55834,128882,0
729,185790,-819898,0
730,-53266,-917738,0
731,909591,-280809,0
732,579528,-232742,0
733,-436534,423210,0
734,406932,-435795,0
735,477660,35961,0
736,19425,355680,0
737,986784,-378778,0
738,660111,983045,0
739,-459221,-678113,0
740,51794,-38165,0
741,-644910,417284,0
742,806672,55772,0
743,963569,-150634,0
744,-511132,482658,0
745,730848,770182,0
746,-16227,-527805,0
747,-670080,-278810,0
748,471085,-480416,0
749,459311,669904,0
750,780316,497624,0
751,212249,150406,0
752,642347,161533,0
753,-47053,908906,0
754,240536,-943760,0
755,174090,341039,0
756,-609161,926867,0
757,290014,988641,0
758,-38202,-528919,0
759,-849515,447575,0
760,-66965,411780,0
761,137984,-375833,0
762,148192,-775117,0
763,115962,58254,0
764,662189,534819,0
765,40257,709757,0
766,-759449,749365,0
767,-378016,310429,0
768,-286398,-473521,0
769,923759,-450938,0
770,-299832,-252094,0
771,-213563,857139,0
772,879271,-166176,0
773,-354798,547359,0
774,-848255,-722860,0
775,881485,903416,0
776,277584,833277,0
777,-939874,-74668,0
778,-972450,89266,0
779,315714,777875,0
780,-564718,825037,0
781,504705,-744480,0
782,-6352,541953,0
783,-398175,-903703,0
784,-123337,-232031,0
785,50372,-731238,0
786,-263679,969264,0
787,-662779,-180763,0
788,156937,909694,0
789,182414,-789147,0
790,773974,395021,0
791,-626373,-951145,0
792,-512777,493697,0
793,103191,889211,0
794,62372,266118,0
795,-138544,-911943,0
796,969077,524442,0
797,-144900,468329,0
798,-330324,775836,0
799,893775,-471646,0
800,-547642,-634444,0
801,-348918,854425,0
802,-699608,951272,0
803,327631,-62145,0
804,-163115,56159,0
805,-499188,418951,0
806,796248,90931,0
807,-407869,-700294,0
808,-903074,-489099,0
809,278093,-375859,0
810,904715,189096,0
811,868401,435245,0
812,764098,261175,0
813,307659,79056,0
814,827728,-18682,0
815,150603,328180,0
816,-837129,831686,0
817,-150046,639884,0
818,-409727,-289766,0
819,41990,541583,0
820,703050,293580,0
821,-721162,-274097,0
822,809547,-29375,0
823,808233,-737965,0
824,-316565,-928668,0
825,-844575,306024,0
826,291160,-998785,0
827,-281212,679569,0
828,609342,-142062,0
829,-930588,-578183,0
830,856463,-108914,0
831,197161,-628902,0
832,-461298,-910925,0
833,-706147,710377,0
834,-349554,-366184,0
835,526612,-391862,0
836,-375338,110420,0
837,-426121,-563485,0
838,632168,872737,0
839,-76906,938968,0
840,453738,-125836,0
841,207572,682226,0
842,89106,-534717,0
843,-240662,-489389,0
844,977808,191740,0
845,-957524,-609058,0
846,-456286,-510436,0
847,-172626,753264,0
848,796566,-621546,0
849,-33087,-822149,0
850,173375,477628,0
851,-657527,86538,0
852,459355,-951240,0
853,-834985,876821,0
854,546841,-333058,0
855,331098,643587,0
856,-796826,-416406,0
857,-700030,-188899,0
858,-517250,-437837,0
859,744490,-102871,0
860,-730105,17671,0
861,-767770,-870410,0
862,-452148,-881842,0
863,165242,298052,0
864,55816,685998,0
865,61814,-903383,0
866,-350531,-18491,0
867,-494555,-327287,0
868,-696469,-933711,0
869,128089,626926,0
870,773694,289900,0
871,73350,-731772,0
872,909240,215331,0
873,902319,-289875,0
874,-612766,919046,0
875,849677,-590667,0
876,54696,473773,0
877,-332688,-662794,0
878,-4987,857800,0
879,-684087,-32654,0
880,-961192,-330728,0
881,595788,-357292,0
882,-192897,189423,0
883,773818,-779375,0
884,-385173,-5975,0
885,-775444,-196897,0
886,-829635,-609153,0
887,-455685,187439,0
888,953141,-561065,0
889,538861,536350,0
890,814358,563463,0
891,272437,531350,0
892,688839,-177845,0
893,-790153,568106,0
894,-836076,-539852,0
895,-543611,-534280,0
896,179296,611566,0
897,-958091,-549134,0
898,-396723,-833789,0
899,174223,-698451,0
900,703728,-916058,0
901,137870,433312,0
902,818984,382317,0
903,564292,-600646,0
904,352446,-107118,0
905,-455642,832848,0
906,-714407,-805839,0
907,612028,-26481,0
908,-749647,708892,0
909,808578,-980010,0
910,446411,-734325,0
911,417957,765724,0
912,-549514,-417063,0
913,446790,723987,0
914,607973,-24663,0
915,-952200,-627708,0
916,309979,272418,0
917,-157069,-614271,0
918,-598543,805935,0
919,-753557,-114331,0
920,891159,-2938,0
921,435911,679971,0
922,723433,-698522,0
923,-120476,-882059,0
924,-186967,-344400,0
925,5918,-474868,0
926,785372,-126473,0
927,-804448,238233,0
928,263782,579819,0
929,776092,828788,0
930,-763925,-555414,0
931,135930,555212,0
932,-36689,-675879,0
933,671015,-165223,0
934,497651,191095,0
935,315133,-833400,0
936,-957898,-671136,0
937,-845615,582278,0
938,-627456,-713122,0
939,-725075,361081,0
940,276884,5938,0
941,-623569,217242,0
942,-672654,363815,0
943,-515722,163204,0
944,4800,-297602,0
945,223877,251748,0
946,-257976,-302020,0
947,803912,-953443,0
948,288670,-729134,0
949,397748,861490,0
950,-697240,856784,0
951,112256,-184882,0
952,-979976,239914,0
953,-151599,-467889,0
954,200094,327108,0
955,-145505,-660802,0
956,21755,366624,0
957,356473,786682,0
958,-959758,348291,0
959,-597919,-709287,0
960,-550540,447287,0
961,47482,-404509,0
962,-721148,919139,0
963,935102,-261367,0
964,-543530,-887751,0
965,230076,323856,0
966,-423284,-734702,0
967,803636,-372046,0
968,-165981,110294,0
969,-473353,-659356,0
970,-645238,135515,0
971,-282981,252314,0
972,6893,466550,0
973,-58573,267370,0
974,16914,-791963,0
975,607887,-560456,0
976,-961736,596944,0
977,-768446,107283,0
978,-229716,783771,0
979,-512987,869993,0
980,-533143,-803170,0
981,782270,387409,0
982,-916122,-162103,0
983,973752,492447,0
984,-413237,538171,0
985,247346,-513152,0
986,-872535,286596,0
987,-770668,9788,0
988,-432802,881257,0
989,-742323,-590688,0
990,-834966,-262881,0
991,-66973,-656600,0
992,130674,-754055,0
993,739965,-714115,0
994,51228,623369,0
995,221419,-324235,0
996,-34283,-626622,0
997,948800,205483,0
998,221921,-539503,0
999,333112,158914,0
1000,-861235,-138711,0
