ID,x,det
316,575702,1
317,-890680,1
318,-515528,1
319,-509699,1
320,-269419,1
321,-605408,1
322,-176232,1
323,-724676,1
324,787404,1
325,749792,1
326,789169,1
327,-134082,1
328,-276531,1
329,-986780,1
330,133758,1
331,-633510,1
332,969257,1
333,444105,1
334,587741,1
335,480998,1
336,93440,1
337,556976,1
338,-883932,1
339,-156971,1
340,392506,1
341,672401,1
342,-607851,1
343,327503,1
344,-369117,1
345,685983,1
346,373934,1
347,-605344,1
348,-19966,1
349,-427576,1
350,-73787,1
351,-777328,1
352,713391,1
353,711157,1
354,-145079,1
355,524444,1
356,702956,1
357,777440,1
358,-664968,1
359,536884,1
360,-875995,1
361,-242827,1
362,-734249,1
363,-185915,1
364,-690980,1
365,997685,1
366,305752,1
367,673232,1
368,-146140,1
369,311819,1
370,715548,1
371,-618545,1
372,982498,1
373,-81076,1
374,-90469,1
375,762450,1
376,-829391,1
377,590560,1
378,177325,1
379,-188129,1
380,399283,1
381,-489493,1
382,-151672,1
383,869055,1
384,662651,1
385,-425518,1
386,-928539,1
387,-306084,1
388,-139450,1
389,531321,1
390,45321,1
391,244626,1
392,-513671,1
393,-346203,1
394,61930,1
395,403602,1
396,-778826,1
397,211247,1
398,-385981,1
399,483161,1
400,308974,1
401,604978,1
402,579044,1
403,-926705,1
404,236994,1
405,-199241,1
406,-949217,1
407,-555208,1
408,278414,1
409,-434531,1
410,152717,1
411,-106816,1
412,-711217,1
413,564382,1
414,-88957,1
415,354179,1
416,747621,1
417,452847,1
418,710787,1
419,928096,1
420,-22005,1
421,-266209,1
422,707585,1
423,900583,1
424,51172,1
425,487515,1
426,-556215,1
427,-680662,1
428,851326,1
429,-347343,1
430,299944,1
431,-50461,1
432,28257,1
433,356778,1
434,679332,1
435,879590,1
436,-991621,1
437,487279,1
438,-150737,1
439,363673,1
440,357380,1
441,1171,1
442,550746,1
443,892747,1
444,-136456,1
445,639037,1
446,953275,1
447,-303372,1
448,-421698,1
449,-87412,1
450,-865167,1
451,-72009,1
452,493244,1
453,301490,1
454,-636095,1
455,-51966,1
456,-833856,1
457,424617,1
458,-272500,1
459,-121610,1
460,-653161,1
461,133582,1
462,440389,1
463,111748,1
464,689764,1
465,-535001,1
466,254696,1
467,507754,1
468,-876121,1
469,-30277,1
470,-133620,1
471,762005,1
472,386847,1
473,-747904,1
474,344961,1
475,-363063,1
476,-846385,1
477,-100200,1
478,109692,1
479,755183,1
480,-523968,1
481,739332,1
482,840190,1
483,112027,1
484,537750,1
485,-94232,1
486,445370,1
487,-47349,1
488,611691,1
489,972886,1
490,407496,1
491,23388,1
492,-870513,1
493,-299115,1
494,-615167,1
495,-603751,1
496,778714,1
497,-478455,1
498,626240,1
499,421848,1
500,-381779,1
501,330537,1
502,83757,1
503,-953522,1
504,822268,1
505,-32675,1
506,-455557,1
507,-910678,1
508,224021,1
509,261293,1
510,-560633,1
511,-245861,1
512,-667601,1
513,826159,1
514,-522280,1
515,-663878,1
516,-891629,1
517,-446216,1
518,-266223,1
519,438479,1
520,-814217,1
521,-843037,1
522,-415708,1
523,247300,1
524,-669745,1
525,-464664,1
526,666007,1
527,776199,1
528,-233434,1
529,-732561,1
530,454331,1
531,672009,1
532,-106573,1
533,-871665,1
534,438053,1
535,-821513,1
536,-661109,1
537,-337898,1
538,-368170,1
539,-54152,1
540,869498,1
541,95590,1
542,303233,1
543,665151,1
544,-392809,1
545,306872,1
546,-988604,1
547,-621050,1
548,399831,1
549,440367,1
550,760657,1
551,440355,0
552,419379,0
553,-419846,0
554,109686,0
555,-324157,0
556,-410887,0
557,-931346,0
558,153834,0
559,360165,0
560,-240695,0
561,265685,0
562,-330269,0
563,-568074,0
564,-479156,0
565,371559,0
566,-650597,0
567,102446,0
568,500194,0
569,-664381,0
570,878828,0
571,420465,0
572,452945,0
573,-336880,0
574,82060,0
575,-568042,0
576,514418,0
577,-600769,0
578,-496716,0
579,192166,0
580,-460527,0
581,-880173,0
582,455835,0
583,-150558,0
584,192262,0
585,-908684,0
586,-771009,0
587,-189008,0
588,-287626,0
589,-712335,0
590,-842173,0
591,-929759,0
592,-747798,0
593,-751669,0
594,-964050,0
595,9101,0
596,-996794,0
597,13016,0
598,-902015,0
599,-746558,0
600,-13169,0
601,816058,0
602,903082,0
603,-135060,0
604,682400,0
605,-34262,0
606,941841,0
607,604871,0
608,110084,0
609,935494,0
610,931832,0
611,151302,0
612,177341,0
613,64441,0
614,-883993,0
615,-796483,0
616,-577463,0
617,808619,0
618,598665,0
619,-70326,0
620,413796,0
621,-521742,0
622,-253711,0
623,856639,0
624,-478339,0
625,-316323,0
626,781778,0
627,-317262,0
628,-635900,0
629,-67102,0
630,315281,0
631,29586,0
632,-112155,0
633,-651127,0
634,-474238,0
635,738761,0
636,-555633,0
637,693678,0
638,-161852,0
639,-665511,0
640,-580370,0
641,121307,0
642,-775919,0
643,519529,0
644,-618388,0
645,809634,0
646,873282,0
647,-765569,0
648,-556037,0
649,-717165,0
650,449688,0
651,-862312,0
652,616050,0
653,382720,0
654,-276947,0
655,-987812,0
656,-711502,0
657,349063,0
658,609394,0
659,462385,0
660,-338488,0
661,-596009,0
662,850432,0
663,-899083,0
664,941596,0
665,27667,0
666,15505,0
667,519061,0
668,-317115,0
669,-699736,0
670,-153735,0
671,688183,0
672,-787610,0
673,458454,0
674,-570492,0
675,-809031,0
676,742439,0
677,-61354,0
678,119125,0
679,-127797,0
680,-968511,0
681,88917,0
682,254418,0
683,875846,0
684,-889224,0
685,-689813,0
686,134011,0
687,810732,0
688,981896,0
689,-490272,0
690,286555,0
691,-67094,0
692,-960470,0
693,-797586,0
694,508199,0
695,-793276,0
696,156271,0
697,-180773,0
698,-636302,0
699,-419043,0
700,-306002,0
701,-708555,0
702,882333,0
703,-966767,0
704,135463,0
705,-571709,0
706,556816,0
707,658671,0
708,394100,0
709,-72960,0
710,435430,0
711,-25910,0
712,-762234,0
713,-354403,0
714,-603861,0
715,-883399,0
716,-456926,0
717,6006,0
718,-405088,0
719,-782766,0
720,-554833,0
721,-933839,0
722,592349,0
723,410145,0
724,-803366,0
725,311706,0
726,-981469,0
727,-322223,0
728,-675646,0
729,925427,0
730,78206,0
731,174279,0
732,61237,0
733,834688,0
734,91579,0
735,185209,0
736,-226119,0
737,-911691,0
738,21785,0
739,149643,0
740,-858956,0
741,-832123,0
742,136796,0
743,-163924,0
744,339576,0
745,170979,0
746,552482,0
747,-198571,0
748,32282,0
749,24729,0
750,448922,0
751,733642,0
752,477487,0
753,-809326,0
754,-594614,0
755,982584,0
756,96650,0
757,107679,0
758,32762,0
759,80660,0
760,159786,0
761,744106,0
762,-920459,0
763,-577528,0
764,107221,0
765,139013,0
766,415809,0
767,-591605,0
768,757262,0
769,-167107,0
770,-415698,0
771,653815,0
772,-669638,0
773,-762106,0
774,-549929,0
775,-363292,0
776,244484,0
777,-990228,0
778,121404,0
779,-649106,0
780,576158,0
781,286386,0
782,852961,0
783,-629238,0
784,720652,0
785,-72430,0
786,-61572,0
787,-399457,0
788,-386494,0
789,-884378,0
790,654144,0
791,954160,0
792,227927,0
793,269737,0
794,-686203,0
795,764789,0
796,646799,0
797,-205738,0
798,-988117,0
799,109192,0
800,163112,0
801,1087,0
802,324465,0
803,964382,0
804,57510,0
805,-638515,0
806,-655375,0
807,-952599,0
808,-175942,0
809,-509421,0
810,262049,0
811,-92293,0
812,570690,0
813,641729,0
814,773084,0
815,-105395,0
816,-32136,0
817,523061,0
818,443959,0
819,65318,0
820,-809568,0
821,-842349,0
822,-918171,0
823,-258417,0
824,390646,0
825,-913704,0
826,311750,0
827,-317578,0
828,357719,0
829,775103,0
830,261055,0
831,99423,0
832,-73893,0
833,-736031,0
834,-396178,0
835,-872984,0
836,-537540,0
837,-971614,0
838,383574,0
839,-986498,0
840,616563,0
841,703786,0
842,471412,0
843,-824808,0
844,357333,0
845,49899,0
846,185349,0
847,-201948,0
848,-31190,0
849,718283,0
850,744183,0
851,-38445,0
852,-603661,0
853,-83289,0
854,-913151,0
855,199362,0
856,80626,0
857,-321931,0
858,462181,0
859,356961,0
860,859352,0
861,697573,0
862,486516,0
863,-23792,0
864,-106699,0
865,-29077,0
866,195576,0
867,-270008,0
868,-982060,0
869,728968,0
870,-499489,0
871,712313,0
872,539248,0
873,-296674,0
874,832694,0
875,-753788,0
876,-564767,0
877,-499832,0
878,-426105,0
879,695902,0
880,-607836,0
881,53870,0
882,-169757,0
883,775744,0
884,-106133,0
885,-246251,0
886,547393,0
887,-290800,0
888,886807,0
889,-968110,0
890,-824439,0
891,884938,0
892,711223,0
893,-522890,0
894,573586,0
895,-939969,0
896,894751,0
897,633341,0
898,-576857,0
899,338779,0
900,730247,0
901,-608560,0
902,273289,0
903,733284,0
904,-704889,0
905,33229,0
906,989252,0
907,706992,0
908,-485665,0
909,567322,0
910,-350921,0
911,-322326,0
912,718617,0
913,-593428,0
914,230136,0
915,152341,0
916,826716,0
917,509719,0
918,376580,0
919,-391059,0
920,871453,0
921,-40035,0
922,170321,0
923,533169,0
924,116560,0
925,66691,0
926,-658504,0
927,-521869,0
928,-546837,0
929,179650,0
930,631741,0
931,553361,0
932,-676379,0
933,169408,0
934,-234963,0
935,-592858,0
936,596778,0
937,-196445,0
938,467675,0
939,625767,0
940,181346,0
941,-571222,0
942,-681958,0
943,-866947,0
944,-204836,0
945,970390,0
946,472297,0
947,-790153,0
948,-511636,0
949,-357187,0
950,-806132,0
951,477185,0
952,459939,0
953,416717,0
954,-320533,0
955,-267919,0
956,-794923,0
957,454329,0
958,316867,0
959,703127,0
960,599699,0
961,-265847,0
962,179131,0
963,805569,0
964,-766437,0
965,550969,0
966,694668,0
967,422908,0
968,288582,0
969,396500,0
970,-180853,0
971,-710685,0
972,-864289,0
973,307196,0
974,301413,0
975,-299982,0
976,-267502,0
977,232772,0
978,-233469,0
979,582867,0
980,888762,0
981,930660,0
982,48624,0
983,217522,0
984,-669846,0
985,-412993,0
986,953122,0
987,-253645,0
988,-392381,0
989,-208114,0
990,779906,0
991,-403752,0
992,-462815,0
993,54745,0
994,208027,0
995,-409856,0
996,367924,0
997,-75200,0
998,-140456,0
999,-627125,0
1000,142110,0
