ID,x,y
216,569186,811054
217,-297436,735506
218,779666,-796360
219,526668,865451
220,-537494,-189281
221,651996,46990
222,-177453,360206
223,930987,144727
224,-30958,537752
225,-590482,-176988
226,-750241,479790
227,196830,-651827
228,391275,-669418
229,840763,957183
230,972308,-708100
231,-354933,-727204
232,-68718,457087
233,143260,-744563
234,304403,27699
235,-722426,665762
236,188720,78094
237,-823582,-909864
238,-101750,-670405
239,-422493,-880512
240,-405372,-261523
241,241035,-650297
242,-849404,-483785
243,122819,452604
244,348521,-896525
245,-503079,665902
246,-512340,263727
247,-57275,625035
248,-311498,240232
249,-856522,192116
250,815744,721167
251,-133900,-632478
252,345719,-217154
253,-535562,389325
254,325073,49879
255,-898574,501793
256,684403,-21142
257,-732258,-996153
258,710622,-279297
259,966759,291229
260,418605,941619
261,-625307,-250514
262,-20134,748080
263,-914256,-416009
264,575526,959112
265,-169206,615082
266,-335914,-372226
267,-610658,956776
268,236263,-902215
269,-58743,-787190
270,402850,-160127
271,589102,-587445
272,715701,289528
273,-748965,922219
274,260262,430637
275,-613212,-404809
276,249275,-53169
277,-772450,852922
278,-155402,-761574
279,325115,646941
280,122670,96816
281,336373,413398
282,-181062,738307
283,787678,-68611
284,-341837,506522
285,-344414,-662489
286,710198,-542469
287,144794,311371
288,-982606,-290807
289,703254,-272113
290,816891,814675
291,-427439,247187
292,24579,316199
293,-459891,-373998
294,519980,70322
295,-427711,554404
296,721241,44056
297,621161,-159150
298,-12002,830086
299,763702,-519329
300,-661726,14088
301,661956,598389
302,30632,-890402
303,142263,-665554
304,141060,-403830
305,700262,-409429
306,918622,-283746
307,-921950,-748255
308,-275329,260417
309,80025,-756566
310,-971753,112462
311,-157237,928993
312,-107283,756186
313,736841,384333
314,-30681,-712237
315,-47197,118958
316,993502,763178
317,-267800,78756
318,422110,-708984
319,-694325,227998
320,-794104,529307
321,-251389,380188
322,-515932,727467
323,-855834,104180
324,-748648,-592523
325,851039,-18672
326,-492123,18527
327,897262,646724
328,90763,-826693
329,-353514,159602
330,200199,-472104
331,-608687,668288
332,-519146,-802146
333,617227,-865093
334,-540552,424698
335,575598,-474449
336,216270,465076
337,596569,-173248
338,-942414,-277195
339,-120530,-363137
340,288086,-766887
341,-827364,302665
342,734515,181902
343,14277,881947
344,-152910,-930559
345,-588701,-464119
346,599072,-202181
347,-46017,-510842
348,103701,504800
349,793917,-403653
350,-500240,-479426
351,528696,-139501
352,-281706,-188742
353,589833,338087
354,592805,282252
355,-666455,-684159
356,878786,440081
357,832421,778051
358,772496,346347
359,-725853,784915
360,489035,970095
361,886488,255089
362,505035,604130
363,169022,711138
364,763828,-914358
365,364531,-573878
366,-602096,-977311
367,380668,-701699
368,282564,231205
369,371088,902698
370,-565350,-510403
371,699876,966131
372,-212892,497044
373,341153,-558386
374,519109,-585059
375,-475816,-109382
376,996996,605736
377,699124,484417
378,-712752,-145745
379,-231111,286964
380,-506030,801371
381,-792185,-413259
382,-57888,-766076
383,-9660,-5304
384,995602,-324156
385,-344833,54775
386,265560,549915
387,553136,-503672
388,574060,-228974
389,-805069,-234105
390,733655,67086
391,685115,902229
392,-954482,-239075
393,-461541,729224
394,668275,-289880
395,-330860,428456
396,-516871,25184
397,-499033,46279
398,142445,676473
399,653814,848705
400,74390,-6277
401,-361999,721194
402,308509,-994363
403,623868,-348883
404,118765,939876
405,-415887,308669
406,-964678,181973
407,347355,686670
408,595894,393505
409,413174,935371
410,-893924,-680657
411,-827654,624543
412,-607562,-162758
413,421630,992926
414,-501630,642495
415,912308,-233322
416,524392,577528
417,105902,-460175
418,349593,109094
419,-397989,-22378
420,151795,287359
421,394458,-608975
422,-858578,-123871
423,512617,139651
424,-780581,224684
425,267962,-767192
426,49343,59747
427,-96892,984755
428,90091,156159
429,-771590,339653
430,-221652,898551
431,-669227,864126
432,-217464,383354
433,-40294,-89032
434,706667,20081
435,899446,-219641
436,715852,-894448
437,-900571,118322
438,-604412,287778
439,-330180,411437
440,-721251,576123
441,176104,-784719
442,-678667,-232390
443,154849,-724529
444,330833,-817971
445,-490418,665420
446,648738,-46545
447,246768,-249958
448,251213,988648
449,-515879,-91830
450,393168,-714898
451,103356,787957
452,-365515,-608354
453,-421081,747544
454,-671764,-423658
455,861851,723163
456,-505075,-771641
457,-747475,578916
458,203976,299802
459,915410,69206
460,164486,157263
461,945854,735084
462,-639566,-298533
463,15615,-875461
464,50588,-213260
465,-144882,651298
466,-194350,569128
467,-941983,-884305
468,-403687,466318
469,167909,-999104
470,-520321,-322853
471,804700,846969
472,-53223,600426
473,-19854,282172
474,555182,982304
475,-20493,699816
476,-407942,43197
477,32476,-602384
478,407837,-583189
479,-783954,-552515
480,-881872,684128
481,929631,851008
482,217951,191539
483,770497,-180285
484,-107526,-188765
485,357107,-472174
486,-376578,-657925
487,621897,-581686
488,604163,215850
489,-305441,-994293
490,286590,357815
491,-310541,57516
492,-940525,-435153
493,414887,220622
494,-509212,505944
495,15925,707425
496,-594345,455066
497,-706869,-565267
498,-369520,-96339
499,765153,434332
500,-416055,-942083
501,-194830,-745970
502,592790,887049
503,929851,-368635
504,-619816,313034
505,658750,400011
506,-324075,-37047
507,810476,-561779
508,333349,-952907
509,485225,-108299
510,-170548,558816
511,684833,-170203
512,856839,-75983
513,-848815,-126509
514,366720,636124
515,602578,164479
516,306108,248438
517,887005,-890282
518,-812508,-850463
519,-17169,-373322
520,116496,140233
521,-201023,-438025
522,-992448,658661
523,261545,174094
524,915468,63162
525,402915,-175396
526,-710723,960021
527,-690311,218245
528,-341551,650908
529,208718,-349418
530,464058,-367954
531,827607,43965
532,-466469,-699768
533,-858745,118822
534,362157,279046
535,-232141,964567
536,342179,-967966
537,78699,-903495
538,-903136,-926211
539,250741,459825
540,586068,-626785
541,848298,-84132
542,-62459,474751
543,852076,-551682
544,-538780,869948
545,-390699,442092
546,516930,804568
547,374513,-327672
548,791107,-789421
549,-446708,-758692
550,273776,-605821
551,-637970,740293
552,-833019,-364582
553,507004,522694
554,151924,697884
555,989138,-673320
556,314154,811401
557,157506,449907
558,676466,-914987
559,17968,797996
560,-742617,-197861
561,63269,243629
562,640077,232089
563,209075,-360144
564,-45813,-861463
565,825872,-524387
566,-435635,-10158
567,763742,615844
568,976945,-971948
569,470475,229057
570,462714,690118
571,130310,969087
572,-976206,-549000
573,558587,408919
574,663195,583274
575,-871649,922826
576,-534424,385775
577,932195,-744436
578,520995,-965509
579,-251341,147047
580,-615097,-808380
581,-650811,-696797
582,-996226,-750098
583,-183533,-383633
584,-454261,200990
585,188310,-252124
586,856609,609872
587,516856,-618453
588,-603926,-255783
589,-518995,-654816
590,536543,-572670
591,-321701,538045
592,610998,-879894
593,154798,396888
594,-490395,64108
595,-448588,-360289
596,853862,530469
597,160584,-844899
598,122566,67839
599,-359730,934060
600,625857,-486216
601,-486723,848620
602,265206,721068
603,-450338,573081
604,-4815,-726900
605,937290,-62427
606,957478,940898
607,713227,-581074
608,-325002,397599
609,508938,-317889
610,-150738,-853253
611,-807835,-906585
612,-291208,-990038
613,-810084,689396
614,-271719,-982982
615,353587,140654
616,-785483,213478
617,-211163,966970
618,-30657,218903
619,-159259,121832
620,531154,-545221
621,67968,-666570
622,-453925,304354
623,-512715,-985241
624,431937,-763520
625,200703,500415
626,-626199,-578955
627,119439,140823
628,29425,-575375
629,742113,-818414
630,-663361,-741489
631,517693,-55532
632,35672,307667
633,466532,-560429
634,586178,-236008
635,839723,-116257
636,757320,765901
637,-906824,981462
638,112351,988298
639,-851993,-12506
640,218841,16394
641,-845053,-932044
642,-946583,-583722
643,999140,-953924
644,919182,-339016
645,-200400,193553
646,-335720,-579274
647,942799,-488359
648,-958463,711414
649,690060,217532
650,643026,-972627
651,109350,852807
652,17468,-711705
653,-35241,869425
654,-833649,950916
655,-728244,972607
656,734185,473289
657,212887,828284
658,-832662,-862949
659,497430,-592366
660,-852495,893240
661,834562,580788
662,849902,-385593
663,329277,698134
664,-926196,-912137
665,889808,-984130
666,-184803,253563
667,607346,-534500
668,786339,-880296
669,-393053,-63978
670,792343,955720
671,-904462,908049
672,908493,325211
673,230978,133554
674,-494067,71938
675,278813,-573113
676,-708097,-857697
677,991939,533005
678,-433548,623178
679,235223,-489565
680,-350873,101143
681,329208,-869737
682,-114358,352105
683,254673,-9543
684,364476,890727
685,-728794,15043
686,333129,-206137
687,-211680,-664521
688,-992039,418746
689,552546,-648797
690,115828,-975554
691,731316,-106632
692,662800,874477
693,-105018,-17450
694,-671115,-433269
695,7535,-587342
696,-44998,-801644
697,424127,-836204
698,476109,301060
699,-840937,-76871
700,125638,-678665
701,416405,-78195
702,-45222,-179634
703,29640,246197
704,154642,-876515
705,-13926,892274
706,383712,3806
707,-528041,-546866
708,656877,-873716
709,-75634,-599099
710,890133,151606
711,626596,302111
712,795720,-602125
713,638203,121810
714,-275810,-808480
715,916557,-451343
716,-332861,-918208
717,409710,-290342
718,715034,-201166
719,-991924,223825
720,-304016,-897814
721,-273312,285339
722,-374512,-460275
723,-109607,-304476
724,-4249,-359123
725,-279321,525110
726,-333781,-505148
727,801524,-550891
728,-686494,939448
729,-359546,551358
730,-519239,126535
731,815411,707874
732,217300,50383
733,562979,-255537
734,319043,-428118
735,80736,-864429
736,-267874,-385845
737,301321,731565
738,629492,-421117
739,394809,757901
740,966699,926786
741,548751,972785
742,-170714,-332913
743,12444,919642
744,-225505,-917562
745,-662126,-739402
746,-553156,-779305
747,-439360,302818
748,408756,-428194
749,531875,806527
750,266157,61893
751,-489882,-189947
752,-766243,-89236
753,813086,-14371
754,935892,-925105
755,95977,734954
756,-310297,289361
757,-870292,450329
758,236709,747327
759,941082,-708793
760,-495163,205121
761,-362428,-581595
762,962189,257392
763,-159025,813274
764,-293410,-485225
765,747174,763283
766,-715189,925788
767,-758692,-527345
768,-155984,524870
769,-83426,656264
770,25874,20188
771,619354,107652
772,932404,-479512
773,421401,-187910
774,-755706,986947
775,591594,-483358
776,-328989,-685743
777,173653,394612
778,310103,-571567
779,-92402,-215067
780,-717776,824097
781,145323,945898
782,905643,-710448
783,195765,-884025
784,-37506,-416816
785,269602,4537
786,471936,51453
787,570354,674858
788,-680046,-456990
789,-182224,-256669
790,995708,467478
791,-249522,660093
792,-961034,997526
793,-546061,461410
794,-90400,73721
795,293075,-996555
796,-36998,156871
797,-129091,-544956
798,-391735,271068
799,513209,-981866
800,-318971,-453301
801,-946183,-955789
802,-175755,-948580
803,-788251,-740594
804,-738545,607747
805,-389153,494927
806,-872958,-968916
807,661844,993989
808,995328,192374
809,-912300,83665
810,-700852,-829306
811,-223579,155314
812,896827,-422019
813,-897448,946151
814,39875,-473944
815,55451,-473621
816,-328645,-371716
817,590776,758190
818,669347,761507
819,871411,663443
820,-267054,-396797
821,-475114,-683117
822,611994,-132988
823,-561869,-808890
824,263907,342876
825,615971,150850
826,421229,414778
827,46499,-525420
828,-518882,-867725
829,-398225,-77681
830,883351,79382
831,-919814,-558199
832,-212595,-22831
833,-339138,-417009
834,901121,284790
835,-900621,392359
836,720245,547202
837,-102134,604312
838,336149,-685564
839,-348723,460858
840,160215,-104797
841,-592297,-447894
842,553199,-563902
843,435974,253923
844,-827886,-460878
845,-160469,-994843
846,-723591,-514953
847,636826,874133
848,611181,214766
849,-849798,-48936
850,-416594,-713145
851,-993907,-973866
852,603922,126599
853,229474,785472
854,-203773,-902192
855,-132315,-682038
856,177692,34257
857,-203036,-689830
858,-608389,-157451
859,366320,587734
860,524114,540217
861,-102532,-961396
862,319702,303836
863,-141124,688555
864,141691,-993296
865,826029,-432243
866,261982,-914914
867,579555,-24679
868,-49410,963622
869,856348,486424
870,-281821,502775
871,997763,-108853
872,739565,-378627
873,-211581,915659
874,649216,444206
875,-225346,-763933
876,533953,-190553
877,-707642,-231602
878,-163641,881583
879,72618,-312720
880,965616,-848363
881,150842,-786683
882,-556815,590013
883,-692654,-609091
884,967420,397019
885,-201828,-665183
886,-280998,830256
887,569430,-843820
888,718411,216366
889,-784076,374333
890,878784,-716308
891,430666,-925038
892,237797,635117
893,295690,137815
894,-4691,301201
895,34171,-498122
896,-424503,792083
897,-382936,988919
898,-397026,-88985
899,192235,-772752
900,-771817,510782
901,387053,912348
902,20942,-180604
903,303860,970425
904,727055,637861
905,846188,191557
906,531097,518546
907,-819597,-471273
908,74199,771062
909,-970135,-375296
910,237097,839471
911,770796,506496
912,-985658,875596
913,-182595,291126
914,204694,-58856
915,295037,-343405
916,921824,-914671
917,-968920,404446
918,-842219,-340072
919,-955919,242024
920,-993759,884719
921,-329521,200731
922,-920393,862642
923,-809819,-198896
924,116883,230475
925,423383,-813809
926,279463,491193
927,683212,88361
928,-260381,999684
929,-774575,331294
930,-904160,269719
931,987255,530699
932,-737987,983413
933,-230193,29450
934,22074,-26422
935,981709,-437202
936,-76961,-85742
937,314614,-913319
938,916,-881987
939,131839,-498778
940,721331,-816012
941,982261,848779
942,-437527,318164
943,-577317,479623
944,763541,394173
945,-964259,-147060
946,509097,-409703
947,638631,-451738
948,369998,-277492
949,-777379,-223267
950,904926,-400881
951,986069,-724799
952,701878,-18803
953,731328,-985750
954,704852,551372
955,-668648,-833076
956,104637,-999212
957,-755437,604362
958,772822,-41196
959,949518,-119585
960,805837,852291
961,102619,114611
962,-266663,101759
963,144239,-31163
964,911431,-12693
965,101435,584218
966,917603,-192839
967,665956,-435131
968,854469,788794
969,-190190,-35594
970,965290,113303
971,-785884,-985130
972,242902,-475089
973,-900206,632509
974,468568,-861622
975,187549,-654887
976,-345554,681999
977,-144266,375087
978,-590514,648800
979,100686,862126
980,422010,-628839
981,732600,-179717
982,-905415,-759499
983,-293150,-566769
984,855793,-228651
985,-600081,-430863
986,25086,753363
987,533528,473475
988,199675,15160
989,-937886,524406
990,286919,733900
991,-935887,567203
992,-970461,-784535
993,-900189,944785
994,-82387,516486
995,511241,895821
996,-203080,783023
997,257900,-585881
998,167503,884808
999,12244,531629
1000,866512,-244174
