ID,x,y
190,-117397,-478843
191,902275,-712068
192,-466090,572967
193,-734244,-240625
194,820261,-970403
195,443416,707845
196,214524,527188
197,46254,-983308
198,706961,-960273
199,-584589,-165187
200,853710,14710
201,129826,712918
202,927411,536478
203,557210,-64280
204,-66686,-853591
205,-706549,77477
206,-255863,-905455
207,-954625,-279364
208,504401,300589
209,799976,812284
210,-152563,452185
211,596430,-416928
212,768795,363455
213,-792829,-22795
214,-756181,942039
215,-710634,-786219
216,-254174,-735046
217,244775,918423
218,814686,-987729
219,-647715,-525914
220,-821528,291526
221,654391,269666
222,199763,-620097
223,-723217,-299313
224,-466073,291713
225,605029,-30730
226,26180,-599511
227,733966,807079
228,302456,614066
229,243720,-468693
230,401603,302432
231,347364,-365489
232,-661720,-118876
233,-471608,-564026
234,304810,587568
235,-55,480816
236,-409152,-694497
237,161471,-243490
238,404472,-708723
239,-619620,824791
240,-812169,-971116
241,726660,-829500
242,-954335,-944384
243,-355192,-280670
244,95184,-378312
245,771440,-919042
246,-628000,-475090
247,-236042,22020
248,-824025,156079
249,440282,-383426
250,765993,-341695
251,-84623,-884800
252,-426547,-265487
253,-169634,310391
254,702820,-584160
255,441609,-81118
256,-180843,-371768
257,514772,-254273
258,133448,-920757
259,999622,502553
260,-972322,-265579
261,781221,670250
262,-519574,-741572
263,535126,178721
264,-983066,-51767
265,909144,-461112
266,-108436,-318174
267,-802615,-596315
268,86114,748374
269,650650,442858
270,307561,169222
271,243199,-742290
272,-584154,-292815
273,-966699,-757426
274,629332,730939
275,-863183,-3938
276,53771,-768996
277,161346,-891755
278,-123572,198284
279,-102194,-45602
280,-995049,-677009
281,-555977,11138
282,-817330,591225
283,35879,718251
284,-388019,127184
285,-444229,-323339
286,12393,-214064
287,-943192,258629
288,853424,-781249
289,723953,123091
290,-302423,649585
291,-119423,382042
292,-279349,846532
293,545547,-981435
294,-43595,759439
295,291613,-373065
296,625633,-470703
297,867299,657397
298,227444,-139275
299,877657,612543
300,367783,819246
301,-188147,791700
302,-382755,523237
303,-452245,594749
304,-623422,-313402
305,259050,-97520
306,725938,-539869
307,461041,-673968
308,-310089,772594
309,-147801,608128
310,727548,101472
311,-993166,-714221
312,-330687,-684016
313,-430424,661201
314,-261176,-157345
315,170305,-551395
316,-47811,899280
317,469773,525121
318,-788494,385489
319,-201826,525197
320,-729332,-614192
321,883737,-548795
322,-618978,-569659
323,29825,487713
324,955144,-892348
325,-604839,-553775
326,-738114,-987381
327,-724838,-995687
328,91391,361167
329,84412,683317
330,383833,152424
331,-458669,890564
332,10893,-406849
333,-502928,823519
334,-52341,-113786
335,-701025,-456299
336,-256186,103359
337,-72351,-28431
338,741295,246094
339,483570,365368
340,872482,-377768
341,-303381,404509
342,-691386,-595968
343,-717996,-758283
344,50195,522100
345,-883228,-850536
346,-658188,-65785
347,463872,166897
348,200053,-474748
349,-262950,360371
350,-311295,465327
351,-416783,584808
352,-649726,142508
353,349185,-517097
354,-893460,-522205
355,-916802,-523865
356,-985871,-836953
357,863351,436276
358,-247709,-516192
359,-40553,69940
360,487460,8223
361,350836,472746
362,948563,-28794
363,-636491,-999770
364,-680640,-976434
365,-664740,-748075
366,-636086,-866226
367,999017,-387728
368,288776,-625828
369,912307,-811571
370,443208,711428
371,-227726,85805
372,195690,872385
373,432886,-850902
374,-858724,284924
375,8751,675837
376,-298227,-535098
377,-778923,416061
378,-223919,986234
379,-365372,363836
380,535675,-164091
381,132057,-431716
382,643367,-6817
383,-351723,918414
384,-901042,-943649
385,-781768,481056
386,62719,255483
387,-381571,-124637
388,-153635,986804
389,-695449,-50119
390,-674317,-677619
391,36284,202613
392,-454605,587674
393,355711,-666362
394,-497986,-709692
395,495391,-253381
396,841707,880387
397,800485,326890
398,510384,-641844
399,-294299,-946439
400,208259,-729111
401,724608,-904631
402,834075,141490
403,-973255,-648234
404,158757,338478
405,893393,-746016
406,-782766,-340058
407,-217740,651222
408,-469106,626552
409,534611,22118
410,-163215,924776
411,389942,554369
412,-715389,765880
413,884260,-429530
414,845670,-371589
415,383640,663872
416,576411,-634371
417,-899384,702074
418,93701,-901474
419,-869083,-976479
420,-390451,-847401
421,961158,-910464
422,-354395,-490330
423,-922231,820004
424,604666,76
425,26500,259361
426,315258,-401509
427,-50898,-324941
428,529680,993079
429,989777,485742
430,574476,896361
431,621451,-650929
432,4303,180539
433,-336241,-913871
434,670543,-811440
435,-582200,548436
436,630495,681638
437,217617,820369
438,847266,-272890
439,93611,-818593
440,-112936,149324
441,89521,-489918
442,-841860,595988
443,623630,-321475
444,-2216,-922403
445,-105450,-242919
446,457568,-262558
447,734316,-798798
448,-36947,700091
449,670058,-950750
450,-536054,4166
451,-251453,-926266
452,375270,457543
453,197983,355481
454,-369430,-301412
455,-302626,296031
456,-134448,-687033
457,676267,-480202
458,-880182,620352
459,-908184,728178
460,-335814,-792744
461,-693346,738606
462,-373621,-321140
463,-792253,-475415
464,223213,40441
465,-268234,455434
466,-153297,780253
467,54461,830589
468,-608724,516808
469,-721631,811927
470,473751,19805
471,-347456,-484397
472,17939,819624
473,-752017,-641708
474,812932,-832255
475,-972968,882997
476,648792,-715013
477,-738196,-18794
478,576804,306799
479,-805952,866941
480,142812,391404
481,-369759,876915
482,629889,-65821
483,223142,-290274
484,-367202,41297
485,-512964,384382
486,257975,-918858
487,-409259,715344
488,540410,-989942
489,-353204,785510
490,527772,109238
491,17283,-370038
492,-338707,714892
493,-162669,-930715
494,-667863,661760
495,168212,733286
496,-519032,-533608
497,693431,-31733
498,179680,170950
499,-498411,929618
500,840242,-570215
501,433336,632822
502,513881,420952
503,756990,42383
504,891061,775734
505,-589448,850369
506,607653,-162477
507,684399,291518
508,-338377,-715559
509,107120,-481019
510,-877254,-683650
511,-39984,-782729
512,-710710,-751642
513,-682737,-299753
514,-893507,571323
515,133330,957170
516,-770136,-975158
517,559795,799653
518,-512666,484660
519,494693,517452
520,985574,-903935
521,-973541,580216
522,-594911,-600803
523,116608,-629858
524,-999689,55703
525,726806,313988
526,110854,-7559
527,59056,-478797
528,562977,928859
529,916208,-531409
530,-360849,907346
531,78320,-780073
532,426331,854512
533,358340,945160
534,-473900,232154
535,308885,7537
536,-803999,-766289
537,771741,380557
538,-503075,693846
539,946218,-710516
540,-665540,-926289
541,744026,997826
542,-439301,790502
543,-871600,700670
544,-803511,-932535
545,824698,-55196
546,338920,823052
547,118557,176283
548,-283469,779864
549,-355527,593427
550,-466736,271446
551,-640435,93043
552,-961738,-489341
553,-499287,207490
554,-619740,468573
555,187745,-703689
556,386413,-678467
557,-26913,862960
558,-328713,739630
559,193426,68868
560,982875,956816
561,-570992,59964
562,877746,-904553
563,22353,114442
564,-676807,670770
565,-998522,632922
566,-300963,-864175
567,766235,-38422
568,-353926,-762414
569,-679702,-810386
570,658939,925965
571,950295,-169503
572,753952,753689
573,454298,-49783
574,-198537,-94100
575,587417,968687
576,-473277,-22023
577,-370266,676126
578,140907,-401528
579,-968318,767234
580,-299320,514819
581,-297922,-351785
582,-960799,748569
583,138692,766228
584,-30310,-831329
585,562617,-183496
586,573955,-268984
587,-741114,-540101
588,362090,206933
589,812348,-885584
590,-334267,-869330
591,646812,-285849
592,-588096,771752
593,-697806,25929
594,-595955,593846
595,-945904,27820
596,236723,-585754
597,735085,-26648
598,-253683,-669915
599,903389,506302
600,694985,528269
601,-521551,-46799
602,309779,84752
603,15865,144661
604,-626355,840577
605,-516408,-974812
606,818144,-454252
607,-383246,-388236
608,734808,-651303
609,593818,-158610
610,404525,666497
611,-60416,-539458
612,961523,265098
613,574301,-4393
614,65766,-859
615,-416701,-738696
616,-887294,830115
617,909595,-128563
618,-204133,191491
619,-408343,-15928
620,-661421,-189565
621,-141521,-732066
622,916911,542156
623,-773304,-804372
624,476314,-907556
625,-114132,-145638
626,278568,-998387
627,-48838,209893
628,109792,783796
629,47502,-80612
630,244906,283186
631,511290,739333
632,-251043,357701
633,406177,63130
634,-878513,259931
635,-760693,-528409
636,680112,-56432
637,-666279,624785
638,368301,274110
639,865455,174379
640,568103,-246860
641,-853499,-261451
642,440366,584115
643,-485079,431382
644,381006,873216
645,-37785,-620887
646,-124381,547359
647,-611429,512133
648,878022,-346035
649,886299,18428
650,-477236,-667199
651,-524890,924138
652,435697,-390711
653,666004,-939413
654,-97404,-109295
655,502519,-608584
656,-306675,-364444
657,-365072,-657540
658,54348,-218498
659,336268,691552
660,275299,123667
661,879672,-846463
662,130091,-469949
663,-179916,586384
664,470165,314055
665,239358,514328
666,14986,957675
667,-936745,821389
668,508083,221354
669,-762803,-931868
670,933637,375873
671,-70171,-887150
672,238742,-430778
673,828862,67868
674,119032,-274695
675,17050,-471266
676,-595190,765662
677,-134934,286821
678,110227,525320
679,237662,-202019
680,-394505,-647339
681,-906055,-47905
682,-521059,-663921
683,567938,-19769
684,760839,-793791
685,723168,-841879
686,-884036,-469038
687,-773449,454070
688,730731,-531505
689,-506794,443181
690,761007,-127339
691,669984,-502087
692,261249,-740306
693,-460442,-699665
694,276081,780812
695,825919,522276
696,461076,-438017
697,-158708,175273
698,-200104,610700
699,420201,-749442
700,282049,-377489
701,138570,204477
702,-457840,-163771
703,-604221,-105383
704,49122,-860384
705,-315259,-669287
706,312841,530552
707,559247,66254
708,-734604,366384
709,146656,-896123
710,140130,144385
711,-320290,655883
712,-88412,-699007
713,-55897,-207796
714,380469,869007
715,-348378,6546
716,88782,814671
717,-526605,628782
718,-509806,-145276
719,123209,-794246
720,809593,988180
721,-614429,-601970
722,874444,191411
723,-270604,487336
724,-926538,599948
725,830109,-555556
726,-514341,599345
727,-539994,838775
728,190925,-287680
729,937657,-398968
730,-549312,-568742
731,-625011,-584470
732,-868414,-196985
733,-832137,-556106
734,86199,-614505
735,-837910,-134563
736,-902385,84228
737,-187560,886370
738,-569054,629162
739,874563,-225068
740,-363848,-738068
741,784303,-608848
742,-494098,830508
743,-807268,17208
744,309138,-317134
745,-599482,-193364
746,-891385,-369595
747,-970606,-67871
748,-509248,-108760
749,380152,-462191
750,600724,577740
751,37333,-629439
752,980384,-429818
753,286751,-227870
754,-55607,193500
755,760512,930154
756,-284223,140970
757,-955607,679732
758,70082,-254884
759,-16121,-463187
760,-634574,-395152
761,-477830,-168701
762,-980842,795595
763,-558136,4952
764,293432,-68232
765,658479,-972845
766,-534473,931937
767,-785883,-205908
768,-651396,52578
769,-215047,688938
770,306949,112927
771,-711707,254532
772,838789,840575
773,109710,703780
774,-483390,157387
775,-462155,-722381
776,172641,455781
777,753600,-899587
778,-162226,108978
779,-437239,-300627
780,835674,421610
781,372821,502457
782,456063,596557
783,238952,-974617
784,-53855,-863016
785,-2819,-286039
786,301039,-605238
787,-65045,512857
788,503884,-497690
789,373817,-85676
790,-195993,-40037
791,737204,-498220
792,741772,895453
793,28995,-347885
794,976538,599291
795,438779,924209
796,968499,614309
797,-645854,252327
798,709839,-245288
799,437801,90765
800,-217425,-761151
801,-335099,-612715
802,280658,607472
803,-239328,369038
804,132702,-938370
805,-610194,315129
806,-931033,-987325
807,359481,-232260
808,-647932,452360
809,-467350,-232809
810,585248,-260864
811,55713,841890
812,-50830,9194
813,724314,24282
814,934204,661064
815,-8963,-558440
816,-42144,666470
817,723495,-307855
818,-366863,-113114
819,873346,-117553
820,-55705,131034
821,-703840,723594
822,909478,98656
823,703677,-194051
824,813862,997736
825,464649,793736
826,238885,212051
827,-431286,-674908
828,336017,615910
829,266337,199995
830,221575,-814022
831,-788377,659775
832,717853,-59745
833,-94035,-364499
834,858412,860129
835,-290256,-429701
836,412754,-118859
837,-222421,-930297
838,760270,-490436
839,-610705,-114474
840,502145,933033
841,648604,992640
842,464685,-369485
843,537326,444562
844,815185,141003
845,434689,413861
846,-139429,-295029
847,-962458,-546490
848,-94704,53339
849,182472,-580577
850,-358866,495378
851,-989503,-278102
852,228831,-391639
853,759040,-668211
854,-654093,728310
855,306717,-699808
856,910430,-650791
857,-353383,-877455
858,793593,-269200
859,623622,829635
860,215651,-789706
861,-8108,-621420
862,130324,425604
863,-310491,-653491
864,-356910,-312850
865,452335,715657
866,364059,-675916
867,-17471,153823
868,-977221,-243778
869,-469144,736979
870,-63442,-652053
871,-849567,-676224
872,-476154,-114579
873,247039,886086
874,-324765,175573
875,81412,831104
876,184111,469756
877,-689503,456550
878,4361,-4572
879,-383735,-9629
880,-376565,-557065
881,358089,421104
882,666057,818752
883,463023,257027
884,-904442,420934
885,7409,792973
886,-743000,-567308
887,-372901,-717154
888,-797515,-39065
889,-509922,-746384
890,182947,-730889
891,867868,764906
892,-317029,-616504
893,-448430,-292575
894,770928,148357
895,-78582,-878841
896,-533782,823867
897,860681,630559
898,420320,-245452
899,423869,-217629
900,-845413,133069
901,-486413,853061
902,-282278,707996
903,733675,384499
904,891260,345887
905,-105161,486358
906,120263,224146
907,-974367,304298
908,884310,390741
909,973194,-615664
910,540509,-394228
911,-825361,184318
912,-202541,-164902
913,-923152,985043
914,-591885,103937
915,38176,620926
916,84953,821720
917,984774,-164283
918,-964874,181215
919,-497000,190739
920,-190647,-662213
921,140429,125714
922,-307413,87810
923,-285883,-372262
924,-251906,-925773
925,887352,825575
926,134008,727695
927,-528343,65002
928,-637414,-310511
929,-392533,-462432
930,317820,-290096
931,382528,-712758
932,-192887,638556
933,473830,66945
934,-580920,-252885
935,840815,433405
936,452779,-502224
937,-104690,-91996
938,-98571,620378
939,-30585,443309
940,-409124,-901743
941,194870,162163
942,-630518,-363998
943,580584,763830
944,-679476,120752
945,845404,-928549
946,914233,986286
947,-523233,120323
948,964164,762774
949,-985786,-700094
950,898214,-414836
951,-443755,-217974
952,420440,313898
953,-827484,715701
954,96735,573956
955,935971,-461740
956,-10383,-986252
957,-855786,-986617
958,33842,357628
959,757131,-621916
960,-249197,-779218
961,-303757,-19456
962,16886,97751
963,192239,427234
964,262002,-633553
965,-884745,419554
966,912767,-491973
967,-810602,115329
968,256648,476319
969,474888,-949241
970,-127687,-454485
971,-51828,-773013
972,-186795,435772
973,111413,-954109
974,990836,737800
975,-298042,-495649
976,-443749,577593
977,418376,698317
978,200212,737765
979,667443,103134
980,967077,474271
981,-536934,394852
982,-100456,392472
983,-945237,-471458
984,-179466,-587163
985,847049,974142
986,-848280,-365480
987,-817823,-202294
988,-721795,506035
989,422115,882950
990,-46856,732840
991,73906,143698
992,-614559,869232
993,-775576,-916069
994,201895,-43052
995,-346721,411614
996,112966,-114788
997,556842,-15449
998,397634,616096
999,759923,-936006
1000,616736,59593
