ID,x,y
423,-698847,222136
424,658660,738071
425,-117664,-140064
426,28564,-154397
427,-91288,-635321
428,-640296,-251288
429,-500091,-507185
430,922528,659443
431,604662,-792935
432,-309388,110815
433,-511326,917710
434,-1270,-592115
435,-688635,39079
436,806271,476397
437,870709,370141
438,70019,-463728
439,-917673,-851618
440,360460,77797
441,-857018,-941017
442,868617,-547977
443,-642104,-399400
444,-735020,350450
445,581906,-277884
446,-203101,704928
447,-191932,268033
448,-493040,-669175
449,-203131,334094
450,861524,-676716
451,-810587,-665635
452,846150,192879
453,588349,356286
454,-910760,545954
455,845626,573259
456,-999091,857118
457,292139,820069
458,-700096,-734485
459,911020,57267
460,-274992,2270
461,573792,990645
462,462455,-191285
463,740164,640490
464,83816,907759
465,653520,371004
466,-421853,23844
467,-888348,-836923
468,701944,-472177
469,224146,77480
470,484220,980011
471,-85121,-886829
472,-521993,-980508
473,-404216,-779812
474,-44580,252994
475,-222924,865771
476,-573079,-477085
477,-327118,-444012
478,458187,-287334
479,-875950,252121
480,363043,121558
481,778123,290581
482,-116446,619793
483,-613865,454413
484,-702230,-877053
485,-162089,-75249
486,63963,167142
487,406008,884571
488,645182,-699027
489,281536,285715
490,-804240,51002
491,-683892,890957
492,269304,-901563
493,861328,372982
494,-285165,-293656
495,-933811,-566774
496,-341529,-238231
497,64828,73350
498,-27185,892229
499,-14446,-218809
500,812260,801016
501,306479,68335
502,-956459,-196315
503,151123,407386
504,-335748,-456550
505,-666711,376532
506,331984,716432
507,72610,-154000
508,733747,-846224
509,-817597,-270647
510,-296566,791723
511,680957,-812925
512,-660211,-768926
513,-214630,-182131
514,66052,-662306
515,463674,203146
516,992652,915886
517,-124116,-84651
518,920151,-35454
519,762014,637432
520,821472,648751
521,522921,122137
522,763376,305396
523,596369,-59481
524,353611,573138
525,-77034,3252
526,752757,443146
527,-503521,-315372
528,-577087,-984742
529,570854,15703
530,39790,62189
531,381490,-996966
532,405865,-226855
533,-488725,-692200
534,-227897,434828
535,-347790,946746
536,762005,328503
537,-549355,336368
538,614762,-328724
539,963154,639448
540,283412,-413841
541,756635,-501219
542,-64354,490503
543,-542197,145177
544,-943038,-213450
545,549199,127463
546,326999,-105588
547,464078,14540
548,-389680,-937042
549,-814183,986164
550,593137,-595875
551,379336,-702630
552,774052,584364
553,-223483,-980772
554,-131607,94183
555,-42462,620094
556,211321,-756089
557,-343811,-701373
558,540198,601213
559,735159,533524
560,828388,476838
561,279358,-341260
562,993872,592262
563,-146257,-555063
564,-679672,-785933
565,-446956,886515
566,254546,-384851
567,5831,194122
568,653565,-855526
569,-429951,-604589
570,-752875,294027
571,-39097,-249419
572,383098,-878508
573,-212206,-558944
574,-895395,768633
575,-766586,-754995
576,-730455,-184591
577,-994782,342496
578,310121,898697
579,39894,-777741
580,-388219,-425741
581,-398378,653531
582,-365408,756477
583,568398,-250385
584,429531,484251
585,-973707,-133597
586,-387651,-835191
587,700195,989668
588,-173311,-850164
589,774971,125194
590,-556659,-395859
591,42921,-87845
592,-997246,-644505
593,-480658,176649
594,795703,377956
595,-465946,887549
596,-17872,715756
597,-453706,827994
598,248564,534855
599,199070,-327529
600,-865806,-573405
601,95223,-695100
602,211766,-762022
603,172096,477732
604,-698328,-281853
605,-847741,772349
606,-22565,-297501
607,135925,725756
608,-933331,885829
609,-943574,24402
610,-19581,921860
611,-325784,-991856
612,-655342,-142021
613,197383,-204640
614,708172,-987017
615,548378,822968
616,100790,766249
617,-903237,347667
618,264820,512806
619,343907,-383693
620,270961,-470725
621,603624,70348
622,934560,-501005
623,19235,461100
624,-353089,629986
625,-995926,313641
626,984267,-518225
627,-536615,870009
628,182505,-438658
629,730507,-641758
630,-695432,-18797
631,-604999,-374662
632,-55139,878733
633,-993300,905172
634,235783,751452
635,-946238,-427638
636,807424,310285
637,483667,-786892
638,-37865,-678481
639,-636593,343023
640,518369,-536259
641,-784658,-884561
642,-523683,-277012
643,175758,-823860
644,960543,-708819
645,-514936,-815258
646,-759692,-689780
647,-278202,326954
648,768475,-291702
649,392243,390161
650,325464,-679994
651,-438036,639724
652,-824134,880128
653,591724,191868
654,-649722,-172987
655,418915,868830
656,-697162,-825765
657,-427374,285386
658,969268,-70583
659,-631219,-705507
660,-721864,353744
661,-874144,-148483
662,659712,367388
663,18282,343161
664,-455374,-878860
665,852213,-274419
666,-228843,-204569
667,-431163,-88385
668,-604566,865267
669,909531,-464569
670,752656,-45116
671,419422,-155152
672,-94231,835847
673,-846064,-811093
674,986334,-431079
675,21702,421235
676,562234,-789691
677,192509,-230356
678,342158,-591412
679,736949,-884057
680,393016,-637594
681,588482,-661751
682,30549,348375
683,-558463,235299
684,-166771,-981979
685,852357,281654
686,126274,952239
687,-828818,-110281
688,-880371,332383
689,298770,-830827
690,-653071,959542
691,-139028,480812
692,-128757,56420
693,311297,985221
694,965221,-942213
695,515622,-930979
696,-828802,976540
697,184550,-989141
698,-243612,-860915
699,-633356,653546
700,-35855,18735
701,-369026,-480730
702,-16251,984091
703,984305,974162
704,-357058,-446878
705,-632875,982920
706,-11814,-95281
707,857872,-460025
708,518228,-484600
709,129567,430286
710,-906977,475194
711,-952396,372913
712,343288,-416127
713,160843,-808905
714,243283,-128645
715,716895,326782
716,-27317,606703
717,-231512,889267
718,-826586,45744
719,-780633,-810834
720,-56305,51834
721,745705,-240105
722,-791676,935632
723,546765,614154
724,-108138,-1776
725,343095,-934308
726,795618,588415
727,570120,727182
728,-96585,-753078
729,334211,-100130
730,-554833,-501083
731,492575,131453
732,800480,-839223
733,97396,-399214
734,874789,724444
735,-29575,43854
736,-717029,955122
737,-567394,764142
738,727587,647772
739,-779578,-229015
740,-914208,641663
741,734789,-316008
742,-118978,-83582
743,-683943,-984284
744,-901309,-673313
745,298827,12492
746,48779,794342
747,211586,-867684
748,-385243,911469
749,-32018,-618754
750,-18559,-244410
751,-672061,-909495
752,-572551,180870
753,-275208,-801436
754,-475324,975919
755,437836,-261383
756,862258,918625
757,539054,462114
758,166116,14117
759,-737384,-989100
760,-847390,440281
761,-231480,-825272
762,221887,274420
763,-838599,764081
764,656155,-629498
765,-211540,-951829
766,421280,-60891
767,604792,492142
768,-358462,208187
769,906806,594562
770,-125210,-791927
771,561065,-166342
772,811836,-446365
773,441496,-821701
774,377267,-509992
775,-856357,-8728
776,762751,-593423
777,561408,-535934
778,848554,67071
779,444669,-598231
780,-741631,799295
781,99099,-266410
782,-233043,774998
783,701041,-388279
784,258241,-1352
785,-641174,-932584
786,946660,830501
787,915260,-553290
788,-71064,735719
789,-719664,-167288
790,-397778,-589859
791,-214834,77103
792,-35876,-717898
793,-598508,-932448
794,-9130,-587656
795,-84201,333646
796,-62796,-603052
797,656790,799472
798,-699356,694000
799,567165,-908132
800,497361,502046
801,632032,467452
802,-319435,536931
803,893198,965766
804,-915708,-517674
805,829600,-242620
806,-847331,336854
807,-16525,-500877
808,292628,4288
809,-695224,-391573
810,232027,314171
811,221324,-762349
812,361312,785831
813,-825639,-429384
814,-868717,-425279
815,976348,-778661
816,145274,-415458
817,-22992,-176026
818,-10211,73903
819,-430549,324366
820,888115,-741423
821,-415732,916578
822,530309,-166525
823,-986182,-488403
824,181697,67801
825,47455,-114843
826,108288,-113853
827,-980278,128489
828,-859056,-87914
829,799091,381917
830,-305255,5894
831,-524611,-121470
832,-940001,-482212
833,60210,33864
834,799173,740693
835,432376,36866
836,692344,6450
837,-230082,697986
838,-951638,-198575
839,-853324,-41139
840,-169720,655621
841,823955,-790497
842,295682,-689636
843,-182936,469557
844,-857859,239290
845,-916072,123922
846,787646,182976
847,-408458,379798
848,483421,-731757
849,105026,402653
850,388285,-806601
851,855952,-779241
852,-492644,800636
853,-828838,481170
854,150312,-901343
855,720718,666293
856,-213979,-541762
857,-495859,-4162
858,712021,-955161
859,630323,-991723
860,397267,305938
861,-280938,304826
862,63923,913953
863,-968012,-893650
864,95758,746892
865,12958,705964
866,900803,222430
867,-763840,-30353
868,376816,-35621
869,730556,-865335
870,-498967,-603118
871,91496,-517523
872,327621,-76010
873,-921395,-506303
874,221114,755814
875,-344347,443088
876,-322697,-675946
877,-883690,804318
878,85385,930559
879,867430,-270760
880,319581,732500
881,611400,568110
882,34548,-570153
883,457384,278894
884,324528,242474
885,-31797,526988
886,-137130,110404
887,-986488,438584
888,-484144,-750927
889,-557935,-849619
890,894446,-462884
891,-192529,603227
892,-860510,647063
893,-371953,809193
894,187180,474751
895,381099,-396749
896,848671,-253489
897,-724654,-430629
898,705284,-134212
899,-905564,773665
900,-279670,-411663
901,-419150,309145
902,-904482,953757
903,-403775,-249466
904,-933161,-548407
905,362102,175768
906,-90610,-420392
907,-376037,232074
908,-99852,14532
909,792876,-207003
910,870311,-200453
911,968117,-291070
912,-614416,-959310
913,-151065,246953
914,-731700,-715948
915,-587006,-794469
916,-237176,687696
917,494872,-432182
918,612223,692248
919,273717,-866857
920,-87456,-207518
921,784067,-633894
922,750943,82055
923,388423,-761643
924,-661036,14519
925,106719,573112
926,483859,-700619
927,185000,335049
928,-200625,471127
929,538024,-251519
930,347574,504584
931,-885602,-405994
932,928037,-109121
933,137563,241686
934,607654,144138
935,484851,-197428
936,653595,328279
937,-68081,-50215
938,3058,-572463
939,-144819,-26017
940,970176,-777057
941,-268862,835633
942,-300124,-443878
943,-538603,179881
944,2606,355253
945,-278958,-132053
946,311192,-849845
947,585300,243428
948,371735,851746
949,694706,-408258
950,-825906,847777
951,50946,212430
952,-805041,-628909
953,-130385,-491237
954,-230561,-375070
955,-715813,668100
956,106202,-268776
957,438677,-333436
958,-922913,768349
959,-378789,-25444
960,355584,517215
961,437001,-901200
962,-418452,22935
963,238623,-372057
964,509834,150818
965,969022,97972
966,-933266,534033
967,594939,915337
968,-458525,-703445
969,-621591,423457
970,735602,748546
971,-130330,939006
972,166464,452327
973,369038,-55021
974,593568,-808897
975,-958534,-545501
976,-185226,-284634
977,-621257,56
978,256430,-247111
979,-885389,299124
980,28074,880264
981,-794316,-110109
982,567801,949285
983,-765197,-700232
984,385855,-922496
985,-527253,673358
986,945522,767502
987,331239,124006
988,-738122,676053
989,468710,-985154
990,-446718,-175659
991,-136739,941137
992,910424,-193362
993,232734,-36718
994,834425,-198662
995,659551,-437566
996,880570,604195
997,-150337,-143686
998,69552,252492
999,-875966,809091
1000,-827358,-797836
