ID,x,y
120,222009,-915954
121,-986704,-963570
122,148425,-205364
123,429762,-167628
124,388397,304506
125,-365339,89560
126,-872097,-450850
127,-396703,654999
128,399134,-234473
129,-749702,-244056
130,984919,905738
131,-219579,289850
132,629431,990743
133,785210,-660348
134,-501193,723760
135,-377515,-926179
136,948126,-502013
137,111004,88110
138,-298672,-988963
139,178003,-844082
140,-869555,869817
141,113983,952475
142,434712,451604
143,183812,-422064
144,-800611,985751
145,-181808,-942077
146,-827766,-112417
147,-113857,639983
148,592062,891244
149,40969,-757307
150,-964157,-107387
151,-688008,792306
152,-342393,-783089
153,-514714,-541728
154,484569,-679463
155,132415,212733
156,-145494,-143000
157,-79908,730656
158,728042,790902
159,-934284,-972618
160,553749,951638
161,-40892,429497
162,803027,550115
163,998328,803258
164,766541,326064
165,746197,792616
166,-377384,-245502
167,-527756,61544
168,-619153,-701274
169,-286027,-902378
170,469017,-280854
171,975838,867262
172,427633,-776679
173,165275,-282406
174,478696,-326922
175,-521498,-865911
176,-82734,524340
177,-35929,-455512
178,-376785,961920
179,-14514,622152
180,-104539,765235
181,563675,122037
182,-217156,-246256
183,877116,701737
184,27864,374577
185,-937102,589136
186,843093,-209181
187,449846,474907
188,811114,165769
189,212407,168595
190,-566469,-521543
191,626400,-138996
192,775298,-992901
193,704226,-424515
194,671899,107373
195,-89080,-844734
196,-29487,-317498
197,76417,-71208
198,-111851,-669596
199,-842990,-103138
200,-149606,-346106
201,-677567,-468653
202,246493,569539
203,398887,765025
204,721050,389646
205,-281198,597886
206,192162,-384305
207,725154,-822092
208,5266,-549810
209,-984499,624548
210,343248,-228658
211,331084,317399
212,370346,889172
213,-36553,-692490
214,-747165,982434
215,196629,85797
216,-33945,-508663
217,-209327,-213364
218,-132544,680308
219,-31602,-260285
220,526146,-663006
221,-364379,341137
222,289480,-234290
223,-173845,781008
224,-380269,352032
225,-526416,-350508
226,761739,889798
227,-87706,426944
228,-802687,468165
229,782055,836550
230,-803943,414854
231,-955131,-948641
232,879620,-569904
233,592418,323193
234,-831986,-432555
235,-778015,-294737
236,253337,595306
237,811201,771458
238,201131,-592987
239,24762,391560
240,102549,260803
241,-121138,-407248
242,-376432,479540
243,-943510,-66658
244,943365,-539151
245,431551,-167832
246,358004,-197168
247,-790880,619156
248,219910,-123213
249,609532,736117
250,-996411,-436648
251,360157,624800
252,-263721,142099
253,889779,-757463
254,44066,524845
255,-884230,659744
256,-621858,-842022
257,148445,-410931
258,535468,900469
259,-96858,-698181
260,-578955,-970696
261,305414,-378870
262,-158535,-181891
263,-675404,898727
264,-986605,624401
265,855002,-348815
266,484582,-925702
267,266838,-508915
268,510744,-939359
269,-100497,978959
270,86487,616686
271,-178187,-52270
272,-238717,-479572
273,-760573,-657105
274,-41873,-276667
275,281467,-241744
276,353136,796215
277,-724781,-550057
278,-191505,122429
279,232229,-886819
280,610183,-383542
281,189151,-530870
282,420735,-422239
283,-651707,941010
284,-25042,-849082
285,743590,246020
286,495067,-144829
287,759896,-76419
288,487908,828152
289,834198,-146505
290,833072,-587638
291,-333643,772411
292,696743,-41718
293,-684954,795982
294,-966066,-207672
295,-600093,550780
296,174058,359546
297,42237,203862
298,305536,823039
299,871813,557930
300,-740805,813145
301,-88601,-725460
302,764880,631015
303,-336273,46370
304,387501,159399
305,450422,-913092
306,-303944,836807
307,-696183,-664560
308,-793387,898913
309,-214396,-438475
310,-649077,-987300
311,65629,-692681
312,-585505,-102834
313,491641,-627538
314,-541961,502158
315,-125236,651513
316,612169,-498586
317,345297,46479
318,626623,-398064
319,432399,162305
320,836355,859692
321,-663261,-307960
322,-480038,-481828
323,-994871,-289760
324,-364790,505671
325,-595343,917756
326,147099,682036
327,-979524,-665608
328,664073,264381
329,740662,886136
330,-113071,568347
331,-562255,-158393
332,925902,-434761
333,-916507,-979450
334,280279,577921
335,-772878,963657
336,-386726,-727662
337,797136,-384151
338,37539,560670
339,-5719,-722452
340,-156514,25642
341,-679977,-608478
342,-924342,-378393
343,677495,530228
344,315458,-368690
345,-708714,-214081
346,941216,-282855
347,-314059,610619
348,-222584,-62823
349,-353054,-277417
350,-551067,186564
351,-673239,556591
352,-262128,910308
353,-26502,-339764
354,-682639,814354
355,101598,-970289
356,358400,-105151
357,479198,-681005
358,829306,289076
359,390928,869991
360,124312,827566
361,-569370,-82134
362,290765,-512547
363,328795,5569
364,281033,-985960
365,625770,481242
366,-255180,-177956
367,503913,927377
368,442751,661782
369,908373,-48778
370,-2643,263497
371,28871,-377156
372,194861,69616
373,907163,575506
374,-335712,205667
375,651827,-661921
376,868269,40898
377,-680069,-10136
378,-781852,-592582
379,-24808,-872000
380,184152,-604516
381,681639,716178
382,547817,210352
383,-630175,-268345
384,812503,-633356
385,722575,92944
386,782233,-967060
387,497518,-22798
388,-647551,699968
389,153223,-561314
390,254329,86154
391,948526,759522
392,-589865,-919078
393,211880,-674966
394,531263,-921933
395,84523,-311733
396,262018,63926
397,699143,-527876
398,-970788,4996
399,-863811,561996
400,-808708,-165545
401,591352,108470
402,532379,581088
403,478231,-17913
404,768880,697211
405,-721459,574146
406,969298,293545
407,644303,695893
408,334451,838339
409,733073,996392
410,-403734,-654916
411,-245524,185890
412,589181,714930
413,-968671,662341
414,-93815,-970534
415,-169546,-272842
416,696893,337835
417,-931184,493083
418,-212108,222735
419,-684006,3173
420,-688527,42702
421,335189,572298
422,-67436,-7017
423,-578595,-820461
424,37476,925501
425,-798026,-410797
426,-210684,927761
427,258314,404138
428,-242709,-345030
429,-974596,-910223
430,-324881,504596
431,653817,-285723
432,893015,84945
433,34917,805051
434,-262349,-183060
435,425235,735370
436,-264755,219813
437,-794429,-116903
438,15768,784470
439,-940306,-885082
440,-816537,-746583
441,-719056,901096
442,-923564,926596
443,-52266,-528934
444,-569492,-437506
445,536940,675284
446,771791,475729
447,-74870,102232
448,799062,-86115
449,-16748,685262
450,604576,-429292
451,522525,-912461
452,739928,-692687
453,-906602,856566
454,-723607,-312476
455,687383,-776960
456,421161,-525180
457,-639228,466331
458,278830,651444
459,-5849,24813
460,-157088,128207
461,-591758,-584496
462,70439,-743891
463,-605797,699069
464,155220,-680718
465,-238344,941957
466,819474,222825
467,579723,477384
468,-883588,-582881
469,496630,779994
470,-511795,933933
471,154662,-213661
472,-492171,-669580
473,-114800,205814
474,-995354,760301
475,228559,984639
476,503914,319369
477,260855,534584
478,-487817,-883895
479,680325,-277644
480,-890371,727505
481,918346,-88383
482,-341939,220914
483,976578,-826404
484,247443,553155
485,-525774,61537
486,-476795,-877287
487,528191,295489
488,365834,199000
489,312802,918580
490,-524516,647468
491,310723,-295923
492,334836,-215079
493,176339,-289617
494,164361,-373766
495,-664623,-747547
496,223635,-57112
497,926274,136801
498,-497512,687421
499,343560,-813443
500,961986,754844
501,279063,-394894
502,-398893,-916791
503,425663,555722
504,-1431,767528
505,-260039,-405363
506,-563754,-477176
507,160029,-269269
508,503901,83344
509,-624703,-674897
510,648846,-252978
511,-797776,741255
512,-415946,-186467
513,-143387,685186
514,622136,666319
515,-974260,-392194
516,932134,-230232
517,688204,-459421
518,-197235,718616
519,205621,338354
520,-260138,657636
521,-948164,-791443
522,555773,-139365
523,553766,-160888
524,-776888,709679
525,440387,-149527
526,-393703,-637523
527,534357,516660
528,-155278,328220
529,-652723,730931
530,517991,716027
531,-187237,-992366
532,766628,-917735
533,840148,-549683
534,194707,-47329
535,-207426,-698086
536,-58374,-686058
537,-828671,908657
538,550785,-85943
539,377031,-278348
540,-33727,-549289
541,147391,-134883
542,30234,-678425
543,-992832,-265745
544,477786,-138531
545,596714,861049
546,-67845,-56993
547,-410936,881999
548,192497,13539
549,-129456,-357816
550,-159968,-565917
551,972347,-505686
552,-988445,21550
553,31784,-822547
554,-589009,317677
555,-208395,691172
556,152525,-219689
557,97287,508273
558,893543,-164112
559,425368,101203
560,-538777,-486674
561,-318446,741811
562,-271220,-795951
563,531576,492266
564,508690,-886386
565,734263,-318840
566,775986,-522388
567,-584375,-25718
568,288405,-826478
569,-441280,-730820
570,227635,678733
571,-380232,-436740
572,991931,-744387
573,133713,-586273
574,-753365,-156338
575,-599733,382040
576,460576,-43924
577,-980314,501401
578,-679375,791004
579,904295,632370
580,745226,306482
581,274592,499078
582,-957115,-613667
583,-34202,-408845
584,-677757,-559065
585,891536,652140
586,-647159,-152899
587,163615,-177780
588,276739,-899783
589,-139307,-358028
590,284035,-667495
591,636247,-736886
592,335620,-306642
593,-858547,41612
594,-43265,-813317
595,934204,-818030
596,478340,-290568
597,126743,-393884
598,-337750,205089
599,85585,825999
600,-546228,-642770
601,-333528,-831406
602,-179169,-510961
603,-515096,912987
604,-315023,-542359
605,483895,94968
606,302155,-275917
607,277569,-352139
608,-120776,103779
609,406928,184882
610,510855,-818146
611,-553164,34860
612,645244,857448
613,-452210,-162256
614,-124195,-513628
615,524280,-636003
616,-436672,-105690
617,-719566,961578
618,-926593,-931986
619,494316,428102
620,-399966,530099
621,-421370,-247458
622,-428365,-14999
623,90729,759942
624,-842484,383055
625,-619009,834191
626,-979689,-68218
627,260903,400899
628,412044,-325841
629,86491,-363144
630,553370,390776
631,-942658,-195364
632,358097,435622
633,-329317,815501
634,924803,775752
635,-830860,-81811
636,-501080,502213
637,-335049,347442
638,82653,-249029
639,-450997,336710
640,-636143,-40051
641,-12585,-858109
642,-293470,990615
643,716086,239323
644,129566,53409
645,-293922,925455
646,869762,736483
647,807795,-723831
648,575924,329188
649,48388,358227
650,76629,145782
651,647100,-448961
652,255274,-219048
653,-494089,-43220
654,-400975,547947
655,901051,19504
656,812186,-810350
657,-254618,349639
658,-348126,-441689
659,-242687,240460
660,-168048,677831
661,447680,282861
662,-148699,-208224
663,-113214,-358803
664,-638002,480250
665,-619663,-458665
666,932865,-60937
667,-604537,587518
668,-696911,-674624
669,439311,-608435
670,242343,-870681
671,944667,456984
672,828220,159717
673,-248076,-280294
674,94578,436393
675,-700542,467666
676,-59376,512597
677,178479,17801
678,-358888,423288
679,6634,-275214
680,-813085,700003
681,-25812,950701
682,402359,629826
683,530057,239819
684,-810833,147750
685,-817926,-24451
686,917938,110420
687,-100365,55899
688,183343,201465
689,607870,886885
690,-267820,892748
691,-908455,-381015
692,-326457,-456541
693,680683,308679
694,204167,646936
695,686457,334552
696,-532370,492227
697,-580874,373658
698,939007,-489200
699,-860334,172462
700,405230,-5093
701,407982,49299
702,-782889,-9342
703,-322824,-744529
704,193316,-805278
705,-281129,-458865
706,65366,-599548
707,639964,-837620
708,835600,560455
709,-294683,783080
710,-688674,-307790
711,79589,499294
712,274419,-700862
713,493409,-523519
714,-625228,195481
715,327246,-929412
716,-535315,-188475
717,139296,-643213
718,-538892,615024
719,743605,-176904
720,2016,778286
721,6381,45510
722,-705256,-462788
723,240949,49465
724,693769,46110
725,731768,-383565
726,-56061,-665647
727,-247508,-315793
728,-492453,-168973
729,234726,753899
730,-814531,-30863
731,847152,836003
732,-314776,-196571
733,10974,-288169
734,-254771,-615532
735,40088,808449
736,-35180,85680
737,-199051,735074
738,-359992,473846
739,-526911,-177751
740,-31964,441705
741,-122297,-153810
742,544833,47374
743,214219,325047
744,815919,-673155
745,-697900,348229
746,987720,30981
747,788909,-721824
748,-842723,-178405
749,-648658,-423959
750,781205,325009
751,-146254,-170650
752,38116,-335548
753,-118014,896669
754,-928954,226714
755,189257,329132
756,529095,-400721
757,-259775,-899706
758,849398,-962474
759,409167,278680
760,-742852,537745
761,893463,607340
762,-848445,46353
763,191941,164236
764,-515416,-699355
765,-445641,-847954
766,-934203,763251
767,-557645,964664
768,231820,-156531
769,-817802,115503
770,-171861,-177770
771,635219,-668955
772,-645089,97054
773,209637,986757
774,-365406,891934
775,-781240,-589357
776,-679282,499166
777,-925396,-633247
778,372152,-31076
779,667754,-375633
780,-842721,631423
781,-520191,-763116
782,-381879,432684
783,524952,-236734
784,847386,-597554
785,989390,566342
786,-106062,-302828
787,903377,399964
788,47554,-240190
789,371388,-929362
790,223566,-225228
791,-664858,966777
792,375388,917614
793,-355946,-429814
794,58383,-38785
795,772523,-509743
796,-649868,-917066
797,495587,25916
798,140980,97951
799,281316,-907704
800,108868,-419852
801,-273153,673357
802,502910,-71436
803,-466431,674742
804,317267,-941263
805,454412,688190
806,-540942,844049
807,957840,-442604
808,-297704,726194
809,-899841,-317712
810,963545,-313262
811,105541,-673806
812,-983779,309581
813,380781,-13697
814,628535,-40056
815,-635226,236934
816,-654283,-439882
817,-619568,644739
818,165991,-284997
819,33405,-153343
820,490966,384323
821,-163329,-877931
822,119385,-685766
823,-752245,-41923
824,144361,-709458
825,884917,796481
826,377233,-847674
827,675621,693544
828,690408,998425
829,63687,910393
830,-957967,-814817
831,37267,-712671
832,129075,850338
833,-866290,-653672
834,-618392,-733613
835,-615689,-821010
836,211675,-717833
837,-958189,474563
838,-440849,351162
839,800657,489583
840,277944,644994
841,-523537,246901
842,-723244,-197209
843,89963,-67827
844,-86777,977976
845,-891894,21448
846,673100,-625597
847,944749,175646
848,116869,891215
849,464335,-890570
850,737866,568788
851,188286,-833210
852,189911,-15243
853,-568755,-210111
854,-365036,-853131
855,817238,-624971
856,-400371,572760
857,-901838,-363619
858,445863,339770
859,319740,386821
860,541257,-291481
861,-168419,-141507
862,469696,-998593
863,-567577,465372
864,403694,-180185
865,-969222,817896
866,107378,-661142
867,-280804,-482870
868,-770432,338463
869,53051,392954
870,771314,-563638
871,200211,-321263
872,767632,77964
873,14879,652065
874,896388,-833834
875,-926959,467401
876,10819,19742
877,-361806,329067
878,-130374,348298
879,303547,-135156
880,209535,-362455
881,-814211,-991442
882,527464,-774294
883,-535139,-33116
884,-213842,273880
885,-950293,-91966
886,489576,-639624
887,-182951,520926
888,-966418,349520
889,-990897,729438
890,927535,574412
891,883671,-981876
892,278748,607679
893,-511107,999517
894,995155,457674
895,-415761,772387
896,362171,558480
897,768635,-769368
898,515641,-698058
899,655155,451508
900,-38579,392666
901,-810991,-700465
902,-153530,-106009
903,-959546,-88884
904,235178,-693710
905,-985649,252863
906,-515965,43961
907,747739,443295
908,-248815,423201
909,334726,325012
910,-55577,158783
911,-289979,-285221
912,357036,868860
913,-745079,-44183
914,635463,-759466
915,728551,-452137
916,-496164,971985
917,-529071,906347
918,-163485,-759518
919,301852,509918
920,-415792,-754718
921,244263,582117
922,212551,-696792
923,-390457,-57455
924,873532,624580
925,-161701,910290
926,179885,847888
927,-392473,-40330
928,149396,-578075
929,8588,81796
930,-775759,-455494
931,845424,-961313
932,245111,-919772
933,-290297,-661123
934,660044,776285
935,382296,723625
936,802369,635710
937,-291103,795790
938,-430791,467811
939,783247,356127
940,-714896,629939
941,-862230,328956
942,8359,-32560
943,-595644,75192
944,930781,-848180
945,-519220,551836
946,955571,-794605
947,541755,-278590
948,375629,-626413
949,631537,352510
950,-654495,129521
951,285789,598893
952,-881577,-5384
953,876948,830755
954,583838,-116643
955,-48535,-702794
956,276014,-308627
957,-16994,-461540
958,-845552,-721034
959,997042,702144
960,352088,105720
961,232247,-12636
962,99265,792361
963,325280,627422
964,716257,865094
965,-120474,886540
966,-244944,-514360
967,333542,-631010
968,193279,757692
969,-233578,992439
970,-296332,904256
971,-723410,-221756
972,-654605,966439
973,473543,-334553
974,507393,-155248
975,-765960,788830
976,733734,611647
977,19090,191765
978,432579,273186
979,-719863,-413861
980,-721008,-966161
981,697606,-682029
982,-976183,367017
983,-217275,899535
984,-164938,-604080
985,100822,85739
986,76019,921089
987,-154408,-53369
988,838507,-28371
989,-328296,-413508
990,850794,-804394
991,-516863,94626
992,-251138,-510893
993,-747294,361036
994,141223,279509
995,233650,-5652
996,810327,286517
997,-698277,506792
998,-165252,301238
999,737669,-706254
1000,-711868,-858765
